# STEVAL-MKI168V1 (IIS2DH) 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],acc_x[LSB],acc_y[LSB],acc_z[LSB],int_1,int_2
38442361,-5.000,35.000,1091.000,-5,35,1091,0,0
38443112,-3.000,22.000,1108.000,-3,22,1108,0,0
38443861,-11.000,24.000,1092.000,-11,24,1092,0,0
38444613,-6.000,32.000,1093.000,-6,32,1093,0,0
38445364,-8.000,18.000,1103.000,-8,18,1103,0,0
38446123,-6.000,32.000,1082.000,-6,32,1082,0,0
38446874,-2.000,26.000,1098.000,-2,26,1098,0,0
38447627,-13.000,22.000,1095.000,-13,22,1095,0,0
38448379,-8.000,36.000,1093.000,-8,36,1093,0,0
38449131,-7.000,22.000,1112.000,-7,22,1112,0,0
38449883,-11.000,25.000,1099.000,-11,25,1099,0,0
38450633,-6.000,33.000,1096.000,-6,33,1096,0,0
38451385,-11.000,20.000,1106.000,-11,20,1106,0,0
38452136,-9.000,34.000,1085.000,-9,34,1085,0,0
38452896,-6.000,26.000,1107.000,-6,26,1107,0,0
38453648,-16.000,21.000,1101.000,-16,21,1101,0,0
38454399,-8.000,34.000,1087.000,-8,34,1087,0,0
38455150,-10.000,18.000,1105.000,-10,18,1105,0,0
38455902,-13.000,29.000,1095.000,-13,29,1095,0,0
38456652,-4.000,31.000,1096.000,-4,31,1096,0,0
38457404,-14.000,16.000,1101.000,-14,16,1101,0,0
38458156,-12.000,33.000,1094.000,-12,33,1094,0,0
38458908,-10.000,24.000,1104.000,-10,24,1104,0,0
38459660,-15.000,16.000,1100.000,-15,16,1100,0,0
38460412,-7.000,30.000,1091.000,-7,30,1091,0,0
38461171,-9.000,18.000,1106.000,-9,18,1106,0,0
38461923,-10.000,28.000,1095.000,-10,28,1095,0,0
38462674,-1.000,32.000,1101.000,-1,32,1101,0,0
38463426,-4.000,16.000,1113.000,-4,16,1113,0,0
38464177,-10.000,33.000,1091.000,-10,33,1091,0,0
38464929,-9.000,24.000,1110.000,-9,24,1110,0,0
38465681,-17.000,15.000,1099.000,-17,15,1099,0,0
38466433,-12.000,26.000,1090.000,-12,26,1090,0,0
38467184,-9.000,13.000,1103.000,-9,13,1103,0,0
38467936,-12.000,24.000,1092.000,-12,24,1092,0,0
38468686,-5.000,29.000,1097.000,-5,29,1097,0,0
38469438,-11.000,19.000,1105.000,-11,19,1105,0,0
38470196,-7.000,35.000,1083.000,-7,35,1083,0,0
38470949,-7.000,24.000,1105.000,-7,24,1105,0,0
38471699,-12.000,21.000,1100.000,-12,21,1100,0,0
38472452,-4.000,37.000,1100.000,-4,37,1100,0,0
38473203,-11.000,21.000,1116.000,-11,21,1116,0,0
38473955,-9.000,32.000,1094.000,-9,32,1094,0,0
38474707,-2.000,33.000,1099.000,-2,33,1099,0,0
38475458,-12.000,19.000,1110.000,-12,19,1110,0,0
38476216,-8.000,33.000,1087.000,-8,33,1087,0,0
38476968,-7.000,28.000,1106.000,-7,28,1106,0,0
38477719,-16.000,21.000,1097.000,-16,21,1097,0,0
38478472,-8.000,33.000,1088.000,-8,33,1088,0,0
38479224,-10.000,18.000,1102.000,-10,18,1102,0,0
38479975,-9.000,28.000,1086.000,-9,28,1086,0,0
38480726,-3.000,32.000,1096.000,-3,32,1096,0,0
38481478,-11.000,22.000,1107.000,-11,22,1107,0,0
38482231,-7.000,31.000,1088.000,-7,31,1088,0,0
38482983,-10.000,21.000,1110.000,-10,21,1110,0,0
38483741,-14.000,25.000,1092.000,-14,25,1092,0,0
38484493,-9.000,36.000,1091.000,-9,36,1091,0,0
38485244,-13.000,18.000,1112.000,-13,18,1112,0,0
38485997,-16.000,32.000,1088.000,-16,32,1088,0,0
38486748,-5.000,27.000,1107.000,-5,27,1107,0,0
38487500,-13.000,16.000,1104.000,-13,16,1104,0,0
38488252,-7.000,32.000,1086.000,-7,32,1086,0,0
38489005,-2.000,21.000,1101.000,-2,21,1101,0,0
38489756,-8.000,19.000,1093.000,-8,19,1093,0,0
38490508,-1.000,30.000,1093.000,-1,30,1093,0,0
38491260,-8.000,17.000,1114.000,-8,17,1114,0,0
38492011,-6.000,29.000,1086.000,-6,29,1086,0,0
38492763,-6.000,27.000,1094.000,-6,27,1094,0,0
38493514,-15.000,17.000,1100.000,-15,17,1100,0,0
38494266,-6.000,37.000,1082.000,-6,37,1082,0,0
38495019,-7.000,25.000,1102.000,-7,25,1102,0,0
38495777,-14.000,24.000,1094.000,-14,24,1094,0,0
38496530,-8.000,36.000,1093.000,-8,36,1093,0,0
38497281,-14.000,19.000,1106.000,-14,19,1106,0,0
38498033,-11.000,32.000,1093.000,-11,32,1093,0,0
38498783,-6.000,28.000,1100.000,-6,28,1100,0,0
38499535,-17.000,18.000,1103.000,-17,18,1103,0,0
38500287,-12.000,35.000,1092.000,-12,35,1092,0,0
38501039,-7.000,23.000,1098.000,-7,23,1098,0,0
38501791,-13.000,25.000,1091.000,-13,25,1091,0,0
38502549,-6.000,27.000,1085.000,-6,27,1085,0,0
38503300,-7.000,16.000,1104.000,-7,16,1104,0,0
38504052,-7.000,28.000,1083.000,-7,28,1083,0,0
38504802,-1.000,27.000,1097.000,-1,27,1097,0,0
38505555,-11.000,20.000,1103.000,-11,20,1103,0,0
38506315,-11.000,35.000,1085.000,-11,35,1085,0,0
38507067,-9.000,25.000,1108.000,-9,25,1108,0,0
38507818,-13.000,29.000,1091.000,-13,29,1091,0,0
38508571,-7.000,34.000,1093.000,-7,34,1093,0,0
38509323,-16.000,21.000,1099.000,-16,21,1099,0,0
38510075,-14.000,34.000,1080.000,-14,34,1080,0,0
38510826,-9.000,29.000,1093.000,-9,29,1093,0,0
38511579,-13.000,23.000,1099.000,-13,23,1099,0,0
38512331,-3.000,34.000,1086.000,-3,34,1086,0,0
38513083,-3.000,23.000,1110.000,-3,23,1110,0,0
38513835,-7.000,28.000,1092.000,-7,28,1092,0,0
38514587,-2.000,32.000,1094.000,-2,32,1094,0,0
38515339,-9.000,18.000,1109.000,-9,18,1109,0,0
38516091,-12.000,31.000,1083.000,-12,31,1083,0,0
38516843,-7.000,25.000,1100.000,-7,25,1100,0,0
38517596,-15.000,18.000,1099.000,-15,18,1099,0,0
38518348,-8.000,34.000,1081.000,-8,34,1081,0,0
38519099,-6.000,24.000,1097.000,-6,24,1097,0,0
38519849,-9.000,29.000,1086.000,-9,29,1086,0,0
38520602,-4.000,35.000,1085.000,-4,35,1085,0,0
38521353,-9.000,20.000,1102.000,-9,20,1102,0,0
38522105,-8.000,36.000,1079.000,-8,36,1079,0,0
38522856,-8.000,30.000,1097.000,-8,30,1097,0,0
38523616,-15.000,23.000,1098.000,-15,23,1098,0,0
38524368,-9.000,36.000,1085.000,-9,36,1085,0,0
38525120,-9.000,23.000,1105.000,-9,23,1105,0,0
38525872,-10.000,31.000,1091.000,-10,31,1091,0,0
38526624,-6.000,31.000,1097.000,-6,31,1097,0,0
38527376,-12.000,16.000,1109.000,-12,16,1109,0,0
38528128,-8.000,34.000,1092.000,-8,34,1092,0,0
38528880,-6.000,27.000,1103.000,-6,27,1103,0,0
38529632,-14.000,20.000,1100.000,-14,20,1100,0,0
38530384,-5.000,34.000,1084.000,-5,34,1084,0,0
38531136,-10.000,20.000,1107.000,-10,20,1107,0,0
38531888,-11.000,27.000,1090.000,-11,27,1090,0,0
38532640,-4.000,33.000,1097.000,-4,33,1097,0,0
38533391,-12.000,20.000,1105.000,-12,20,1105,0,0
38534142,-9.000,35.000,1085.000,-9,35,1085,0,0
38534893,-7.000,28.000,1098.000,-7,28,1098,0,0
38535652,-11.000,22.000,1096.000,-11,22,1096,0,0
38536404,-5.000,39.000,1088.000,-5,39,1088,0,0
38537156,-8.000,23.000,1108.000,-8,23,1108,0,0
38537909,-12.000,32.000,1093.000,-12,32,1093,0,0
38538658,-6.000,33.000,1100.000,-6,33,1100,0,0
38539410,-13.000,19.000,1110.000,-13,19,1110,0,0
38540169,-11.000,31.000,1092.000,-11,31,1092,0,0
38540920,-6.000,22.000,1109.000,-6,22,1109,0,0
38541672,-15.000,18.000,1097.000,-15,18,1097,0,0
38542424,-7.000,34.000,1097.000,-7,34,1097,0,0
38543175,-11.000,18.000,1111.000,-11,18,1111,0,0
38543927,-12.000,27.000,1088.000,-12,27,1088,0,0
38544685,-6.000,31.000,1103.000,-6,31,1103,0,0
38545436,-14.000,20.000,1114.000,-14,20,1114,0,0
38546188,-11.000,36.000,1091.000,-11,36,1091,0,0
38546941,-5.000,29.000,1112.000,-5,29,1112,0,0
38547691,-8.000,23.000,1100.000,-8,23,1100,0,0
38548443,-8.000,36.000,1092.000,-8,36,1092,0,0
38549195,-9.000,21.000,1111.000,-9,21,1111,0,0
38549947,-10.000,30.000,1094.000,-10,30,1094,0,0
38550699,-6.000,28.000,1093.000,-6,28,1093,0,0
38551450,-8.000,13.000,1104.000,-8,13,1104,0,0
38552203,-5.000,33.000,1083.000,-5,33,1083,0,0
38552955,-6.000,24.000,1104.000,-6,24,1104,0,0
38553707,-12.000,22.000,1102.000,-12,22,1102,0,0
38554466,-5.000,32.000,1089.000,-5,32,1089,0,0
38555217,-4.000,19.000,1106.000,-4,19,1106,0,0
38555969,-11.000,29.000,1086.000,-11,29,1086,0,0
38556719,-5.000,31.000,1094.000,-5,31,1094,0,0
38557472,-13.000,19.000,1094.000,-13,19,1094,0,0
38558224,-13.000,36.000,1083.000,-13,36,1083,0,0
38558975,-11.000,25.000,1106.000,-11,25,1106,0,0
38559727,-19.000,21.000,1095.000,-19,21,1095,0,0
38560479,-10.000,33.000,1091.000,-10,33,1091,0,0
38561231,-9.000,21.000,1112.000,-9,21,1112,0,0
38561984,-13.000,29.000,1090.000,-13,29,1090,0,0
38562735,-4.000,30.000,1095.000,-4,30,1095,0,0
38563488,-12.000,19.000,1102.000,-12,19,1102,0,0
38564240,-11.000,34.000,1084.000,-11,34,1084,0,0
38564992,-7.000,27.000,1103.000,-7,27,1103,0,0
38565752,-11.000,25.000,1095.000,-11,25,1095,0,0
38566504,-6.000,33.000,1096.000,-6,33,1096,0,0
38567256,-13.000,18.000,1116.000,-13,18,1116,0,0
38568008,-11.000,34.000,1087.000,-11,34,1087,0,0
38568758,-6.000,34.000,1092.000,-6,34,1092,0,0
38569509,-10.000,20.000,1102.000,-10,20,1102,0,0
38570262,-5.000,34.000,1086.000,-5,34,1086,0,0
38571014,-11.000,24.000,1109.000,-11,24,1109,0,0
38571765,-10.000,26.000,1103.000,-10,26,1103,0,0
38572517,-5.000,32.000,1100.000,-5,32,1100,0,0
38573269,-13.000,17.000,1113.000,-13,17,1113,0,0
38574020,-13.000,29.000,1086.000,-13,29,1086,0,0
38574771,-7.000,30.000,1103.000,-7,30,1103,0,0
38575523,-14.000,14.000,1105.000,-14,14,1105,0,0
38576275,-11.000,28.000,1087.000,-11,28,1087,0,0
38577027,-9.000,20.000,1100.000,-9,20,1100,0,0
38577786,-11.000,21.000,1095.000,-11,21,1095,0,0
38578538,-5.000,30.000,1095.000,-5,30,1095,0,0
38579290,-7.000,16.000,1107.000,-7,16,1107,0,0
38580041,-9.000,28.000,1093.000,-9,28,1093,0,0
38580792,-4.000,28.000,1099.000,-4,28,1099,0,0
38581544,-6.000,17.000,1110.000,-6,17,1110,0,0
38582296,-2.000,36.000,1088.000,-2,36,1088,0,0
38583048,-4.000,27.000,1106.000,-4,27,1106,0,0
38583800,-11.000,29.000,1089.000,-11,29,1089,0,0
38584551,-9.000,34.000,1095.000,-9,34,1095,0,0
38585304,-9.000,17.000,1112.000,-9,17,1112,0,0
38586064,-9.000,32.000,1087.000,-9,32,1087,0,0
38586816,-3.000,28.000,1107.000,-3,28,1107,0,0
38587568,-10.000,16.000,1099.000,-10,16,1099,0,0
38588320,-5.000,33.000,1082.000,-5,33,1082,0,0
38589072,-12.000,22.000,1096.000,-12,22,1096,0,0
38589824,-14.000,29.000,1085.000,-14,29,1085,0,0
38590576,-5.000,35.000,1090.000,-5,35,1090,0,0
38591328,-13.000,19.000,1103.000,-13,19,1103,0,0
38592080,-6.000,32.000,1086.000,-6,32,1086,0,0
38592832,-6.000,22.000,1098.000,-6,22,1098,0,0
38593584,-15.000,14.000,1096.000,-15,14,1096,0,0
38594335,-10.000,28.000,1083.000,-10,28,1083,0,0
38595087,-9.000,19.000,1103.000,-9,19,1103,0,0
38595838,-11.000,23.000,1096.000,-11,23,1096,0,0
38596591,-4.000,33.000,1094.000,-4,33,1094,0,0
38597342,-9.000,18.000,1105.000,-9,18,1105,0,0
38598095,-5.000,31.000,1085.000,-5,31,1085,0,0
38598853,-3.000,27.000,1091.000,-3,27,1091,0,0
38599604,-12.000,18.000,1099.000,-12,18,1099,0,0
38600356,-6.000,35.000,1088.000,-6,35,1088,0,0
38601108,-6.000,21.000,1103.000,-6,21,1103,0,0
38601859,-11.000,27.000,1098.000,-11,27,1098,0,0
38602611,-3.000,38.000,1098.000,-3,38,1098,0,0
38603362,-6.000,22.000,1107.000,-6,22,1107,0,0
38604121,-5.000,31.000,1087.000,-5,31,1087,0,0
38604873,-5.000,28.000,1104.000,-5,28,1104,0,0
38605624,-12.000,21.000,1103.000,-12,21,1103,0,0
38606376,-7.000,35.000,1091.000,-7,35,1091,0,0
38607129,-8.000,20.000,1112.000,-8,20,1112,0,0
38607880,-7.000,28.000,1092.000,-7,28,1092,0,0
38608633,-6.000,34.000,1098.000,-6,34,1098,0,0
38609385,-11.000,16.000,1102.000,-11,16,1102,0,0
38610137,-8.000,32.000,1084.000,-8,32,1084,0,0
38610888,-6.000,22.000,1099.000,-6,22,1099,0,0
38611640,-11.000,19.000,1096.000,-11,19,1096,0,0
38612392,-6.000,31.000,1094.000,-6,31,1094,0,0
38613145,-7.000,21.000,1111.000,-7,21,1111,0,0
38613896,-12.000,29.000,1094.000,-12,29,1094,0,0
38614648,-7.000,32.000,1098.000,-7,32,1098,0,0
38615399,-10.000,18.000,1104.000,-10,18,1104,0,0
38616150,-8.000,34.000,1085.000,-8,34,1085,0,0
38616902,-9.000,23.000,1099.000,-9,23,1099,0,0
38617660,-10.000,22.000,1101.000,-10,22,1101,0,0
38618413,-7.000,34.000,1093.000,-7,34,1093,0,0
38619164,-9.000,21.000,1113.000,-9,21,1113,0,0
38619916,-14.000,28.000,1094.000,-14,28,1094,0,0
38620667,-7.000,29.000,1096.000,-7,29,1096,0,0
38621419,-12.000,18.000,1104.000,-12,18,1104,0,0
38622170,-6.000,32.000,1086.000,-6,32,1086,0,0
38622920,-7.000,25.000,1108.000,-7,25,1108,0,0
38623672,-15.000,20.000,1099.000,-15,20,1099,0,0
38624424,-9.000,38.000,1090.000,-9,38,1090,0,0
38625175,-7.000,20.000,1104.000,-7,20,1104,0,0
38625927,-9.000,27.000,1091.000,-9,27,1091,0,0
38626685,-8.000,30.000,1092.000,-8,30,1092,0,0
38627437,-13.000,18.000,1103.000,-13,18,1103,0,0
38628189,-3.000,34.000,1087.000,-3,34,1087,0,0
38628941,-5.000,30.000,1106.000,-5,30,1106,0,0
38629692,-10.000,23.000,1097.000,-10,23,1097,0,0
38630444,-4.000,38.000,1085.000,-4,38,1085,0,0
38631195,-10.000,21.000,1103.000,-10,21,1103,0,0
38631947,-12.000,34.000,1091.000,-12,34,1091,0,0
38632699,-5.000,36.000,1101.000,-5,36,1101,0,0
38633458,-11.000,19.000,1104.000,-11,19,1104,0,0
38634209,-10.000,35.000,1087.000,-10,35,1087,0,0
38634961,-3.000,26.000,1108.000,-3,26,1108,0,0
38635712,-9.000,24.000,1096.000,-9,24,1096,0,0
38636464,-4.000,34.000,1088.000,-4,34,1088,0,0
38637216,-14.000,21.000,1108.000,-14,21,1108,0,0
38637968,-14.000,32.000,1082.000,-14,32,1082,0,0
38638720,-8.000,31.000,1105.000,-8,31,1105,0,0
38639471,-15.000,17.000,1109.000,-15,17,1109,0,0
38640232,-10.000,34.000,1088.000,-10,34,1088,0,0
38640984,-8.000,23.000,1107.000,-8,23,1107,0,0
38641733,-14.000,21.000,1105.000,-14,21,1105,0,0
38642485,-10.000,33.000,1095.000,-10,33,1095,0,0
38643237,-10.000,17.000,1105.000,-10,17,1105,0,0
38643989,-9.000,33.000,1082.000,-9,33,1082,0,0
38644741,-6.000,31.000,1092.000,-6,31,1092,0,0
38645493,-15.000,17.000,1103.000,-15,17,1103,0,0
38646244,-9.000,35.000,1082.000,-9,35,1082,0,0
38647003,-6.000,27.000,1105.000,-6,27,1105,0,0
38647755,-11.000,26.000,1102.000,-11,26,1102,0,0
38648507,-5.000,32.000,1095.000,-5,32,1095,0,0
38649259,-12.000,18.000,1107.000,-12,18,1107,0,0
38650009,-14.000,28.000,1092.000,-14,28,1092,0,0
38650767,-6.000,27.000,1100.000,-6,27,1100,0,0
38651519,-13.000,18.000,1104.000,-13,18,1104,0,0
38652270,-10.000,34.000,1096.000,-10,34,1096,0,0
38653022,-7.000,21.000,1110.000,-7,21,1110,0,0
38653774,-13.000,25.000,1089.000,-13,25,1089,0,0
38654525,-8.000,34.000,1094.000,-8,34,1094,0,0
38655276,-7.000,17.000,1099.000,-7,17,1099,0,0
38656028,-7.000,30.000,1081.000,-7,30,1081,0,0
38656780,-4.000,30.000,1103.000,-4,30,1103,0,0
38657530,-12.000,14.000,1098.000,-12,14,1098,0,0
38658282,-5.000,28.000,1089.000,-5,28,1089,0,0
38659041,-3.000,19.000,1107.000,-3,19,1107,0,0
38659792,-11.000,18.000,1095.000,-11,18,1095,0,0
38660544,-3.000,30.000,1095.000,-3,30,1095,0,0
38661296,-5.000,16.000,1108.000,-5,16,1108,0,0
38662047,-5.000,32.000,1090.000,-5,32,1090,0,0
38662799,-2.000,31.000,1111.000,-2,31,1111,0,0
38663551,-8.000,20.000,1107.000,-8,20,1107,0,0
38664304,-3.000,35.000,1088.000,-3,35,1088,0,0
38665056,-7.000,24.000,1112.000,-7,24,1112,0,0
38665808,-7.000,24.000,1100.000,-7,24,1100,0,0
38666560,0.000,30.000,1092.000,0,30,1092,0,0
38667312,-9.000,17.000,1104.000,-9,17,1104,0,0
38668064,-8.000,31.000,1089.000,-8,31,1089,0,0
38668816,-7.000,25.000,1103.000,-7,25,1103,0,0
38669568,-14.000,19.000,1100.000,-14,19,1100,0,0
38670320,-7.000,35.000,1089.000,-7,35,1089,0,0
38671080,-7.000,25.000,1106.000,-7,25,1106,0,0
38671832,-7.000,30.000,1095.000,-7,30,1095,0,0
38672584,1.000,36.000,1094.000,1,36,1094,0,0
38673336,-8.000,19.000,1104.000,-8,19,1104,0,0
38674087,-10.000,32.000,1082.000,-10,32,1082,0,0
38674839,-9.000,29.000,1103.000,-9,29,1103,0,0
38675591,-15.000,19.000,1111.000,-15,19,1111,0,0
38676344,-6.000,33.000,1090.000,-6,33,1090,0,0
38677095,-6.000,18.000,1107.000,-6,18,1107,0,0
38677847,-9.000,24.000,1095.000,-9,24,1095,0,0
38678599,6.000,35.000,1096.000,6,35,1096,0,0
38679351,-3.000,17.000,1103.000,-3,17,1103,0,0
38680103,-4.000,34.000,1084.000,-4,34,1084,0,0
38680855,-3.000,27.000,1094.000,-3,27,1094,0,0
38681607,-10.000,19.000,1097.000,-10,19,1097,0,0
38682368,-8.000,35.000,1091.000,-8,35,1091,0,0
38683120,-3.000,24.000,1106.000,-3,24,1106,0,0
38683872,-11.000,30.000,1088.000,-11,30,1088,0,0
38684624,-5.000,37.000,1096.000,-5,37,1096,0,0
38685376,-8.000,24.000,1100.000,-8,24,1100,0,0
38686128,-3.000,38.000,1087.000,-3,38,1087,0,0
38686878,-3.000,33.000,1108.000,-3,33,1108,0,0
38687637,-8.000,22.000,1103.000,-8,22,1103,0,0
38688388,-10.000,40.000,1090.000,-10,40,1090,0,0
38689140,-11.000,19.000,1112.000,-11,19,1112,0,0
38689892,-14.000,31.000,1088.000,-14,31,1088,0,0
38690644,-10.000,38.000,1098.000,-10,38,1098,0,0
38691395,-13.000,22.000,1107.000,-13,22,1107,0,0
38692147,-8.000,35.000,1088.000,-8,35,1088,0,0
38692899,-11.000,27.000,1108.000,-11,27,1108,0,0
38693658,-14.000,23.000,1100.000,-14,23,1100,0,0
38694409,-8.000,34.000,1089.000,-8,34,1089,0,0
38695160,-12.000,18.000,1114.000,-12,18,1114,0,0
38695912,-8.000,27.000,1094.000,-8,27,1094,0,0
38696664,-4.000,33.000,1100.000,-4,33,1100,0,0
38697416,-11.000,18.000,1104.000,-11,18,1104,0,0
38698167,-6.000,34.000,1084.000,-6,34,1084,0,0
38698920,-6.000,27.000,1095.000,-6,27,1095,0,0
38699672,-12.000,26.000,1094.000,-12,26,1094,0,0
38700424,-8.000,38.000,1084.000,-8,38,1084,0,0
38701175,-11.000,22.000,1107.000,-11,22,1107,0,0
38701928,-10.000,33.000,1094.000,-10,33,1094,0,0
38702687,-8.000,33.000,1097.000,-8,33,1097,0,0
38703440,-13.000,19.000,1106.000,-13,19,1106,0,0
38704192,-7.000,35.000,1083.000,-7,35,1083,0,0
38704942,-9.000,28.000,1101.000,-9,28,1101,0,0
38705694,-8.000,22.000,1096.000,-8,22,1096,0,0
38706445,-4.000,35.000,1092.000,-4,35,1092,0,0
38707197,-8.000,23.000,1103.000,-8,23,1103,0,0
38707949,-10.000,33.000,1082.000,-10,33,1082,0,0
38708700,-4.000,34.000,1087.000,-4,34,1087,0,0
38709451,-8.000,19.000,1099.000,-8,19,1099,0,0
38710203,-6.000,36.000,1082.000,-6,36,1082,0,0
38710964,-3.000,28.000,1103.000,-3,28,1103,0,0
38711715,-11.000,27.000,1098.000,-11,27,1098,0,0
38712467,-5.000,35.000,1090.000,-5,35,1090,0,0
38713219,-9.000,18.000,1108.000,-9,18,1108,0,0
38713971,-7.000,30.000,1090.000,-7,30,1090,0,0
38714722,-4.000,30.000,1093.000,-4,30,1093,0,0
38715474,-9.000,19.000,1098.000,-9,19,1098,0,0
38716225,-9.000,35.000,1080.000,-9,35,1080,0,0
38716977,-3.000,26.000,1103.000,-3,26,1103,0,0
38717728,-8.000,24.000,1098.000,-8,24,1098,0,0
38718480,-3.000,32.000,1091.000,-3,32,1091,0,0
38719232,-8.000,18.000,1107.000,-8,18,1107,0,0
38719985,-10.000,27.000,1088.000,-10,27,1088,0,0
38720744,-8.000,24.000,1089.000,-8,24,1089,0,0
38721497,-16.000,12.000,1102.000,-16,12,1102,0,0
38722249,-15.000,29.000,1086.000,-15,29,1086,0,0
38723001,-10.000,23.000,1102.000,-10,23,1102,0,0
38723752,-17.000,28.000,1095.000,-17,28,1095,0,0
38724505,-11.000,38.000,1095.000,-11,38,1095,0,0
38725257,-11.000,23.000,1112.000,-11,23,1112,0,0
38726009,-8.000,38.000,1086.000,-8,38,1086,0,0
38726759,-4.000,31.000,1098.000,-4,31,1098,0,0
38727511,-11.000,17.000,1104.000,-11,17,1104,0,0
38728271,-5.000,34.000,1092.000,-5,34,1092,0,0
38729023,-9.000,26.000,1107.000,-9,26,1107,0,0
38729774,-15.000,25.000,1099.000,-15,25,1099,0,0
38730525,-9.000,33.000,1089.000,-9,33,1089,0,0
38731277,-16.000,17.000,1109.000,-16,17,1109,0,0
38732028,-20.000,31.000,1087.000,-20,31,1087,0,0
38732780,-12.000,31.000,1096.000,-12,31,1096,0,0
38733532,-16.000,21.000,1097.000,-16,21,1097,0,0
38734284,-9.000,40.000,1085.000,-9,40,1085,0,0
38735042,-10.000,25.000,1108.000,-10,25,1108,0,0
38735794,-10.000,22.000,1097.000,-10,22,1097,0,0
38736547,-6.000,32.000,1096.000,-6,32,1096,0,0
38737298,-8.000,16.000,1108.000,-8,16,1108,0,0
38738050,-10.000,31.000,1088.000,-10,31,1088,0,0
38738800,-8.000,27.000,1101.000,-8,27,1101,0,0
38739552,-15.000,17.000,1105.000,-15,17,1105,0,0
38740304,-12.000,35.000,1093.000,-12,35,1093,0,0
38741056,-8.000,25.000,1104.000,-8,25,1104,0,0
38741808,-11.000,27.000,1092.000,-11,27,1092,0,0
38742560,-2.000,36.000,1091.000,-2,36,1091,0,0
38743312,-8.000,20.000,1103.000,-8,20,1103,0,0
38744064,-14.000,37.000,1085.000,-14,37,1085,0,0
38744824,-8.000,29.000,1108.000,-8,29,1108,0,0
38745576,-15.000,21.000,1107.000,-15,21,1107,0,0
38746328,-11.000,35.000,1090.000,-11,35,1090,0,0
38747079,-13.000,22.000,1111.000,-13,22,1111,0,0
38747830,-15.000,24.000,1101.000,-15,24,1101,0,0
38748581,-1.000,34.000,1096.000,-1,34,1096,0,0
38749333,-7.000,17.000,1109.000,-7,17,1109,0,0
38750084,-5.000,34.000,1092.000,-5,34,1092,0,0
38750844,-1.000,27.000,1105.000,-1,27,1105,0,0
38751595,-8.000,18.000,1104.000,-8,18,1104,0,0
38752348,-7.000,34.000,1086.000,-7,34,1086,0,0
38753100,-11.000,18.000,1107.000,-11,18,1107,0,0
38753850,-14.000,21.000,1089.000,-14,21,1089,0,0
38754603,-8.000,29.000,1096.000,-8,29,1096,0,0
38755354,-11.000,18.000,1106.000,-11,18,1106,0,0
38756106,-12.000,34.000,1090.000,-12,34,1090,0,0
38756858,-4.000,32.000,1105.000,-4,32,1105,0,0
38757610,-12.000,25.000,1105.000,-12,25,1105,0,0
38758362,-7.000,38.000,1088.000,-7,38,1088,0,0
38759113,-8.000,22.000,1101.000,-8,22,1101,0,0
38759864,-15.000,28.000,1086.000,-15,28,1086,0,0
38760616,-4.000,32.000,1093.000,-4,32,1093,0,0
38761369,-13.000,19.000,1113.000,-13,19,1113,0,0
38762121,-9.000,34.000,1091.000,-9,34,1091,0,0
38762880,-5.000,25.000,1108.000,-5,25,1108,0,0
38763625,-13.000,19.000,1108.000,-13,19,1108,0,0
38764377,-7.000,34.000,1087.000,-7,34,1087,0,0
38765137,-7.000,19.000,1106.000,-7,19,1106,0,0
38765887,-10.000,27.000,1092.000,-10,27,1092,0,0
38766639,-2.000,31.000,1094.000,-2,31,1094,0,0
38767391,-13.000,16.000,1105.000,-13,16,1105,0,0
38768143,-13.000,31.000,1092.000,-13,31,1092,0,0
38768894,-4.000,26.000,1100.000,-4,26,1100,0,0
38769645,-9.000,21.000,1107.000,-9,21,1107,0,0
38770397,-3.000,29.000,1096.000,-3,29,1096,0,0
38771157,-7.000,17.000,1105.000,-7,17,1105,0,0
38771908,-8.000,27.000,1085.000,-8,27,1085,0,0
38772659,-7.000,33.000,1097.000,-7,33,1097,0,0
38773410,-11.000,17.000,1102.000,-11,17,1102,0,0
38774162,-10.000,30.000,1086.000,-10,30,1086,0,0
38774914,-4.000,22.000,1113.000,-4,22,1113,0,0
38775666,-13.000,18.000,1106.000,-13,18,1106,0,0
38776418,-4.000,32.000,1092.000,-4,32,1092,0,0
38777170,-11.000,20.000,1109.000,-11,20,1109,0,0
38777929,-12.000,31.000,1088.000,-12,31,1088,0,0
38778680,-6.000,36.000,1094.000,-6,36,1094,0,0
38779432,-11.000,19.000,1098.000,-11,19,1098,0,0
38780184,-9.000,37.000,1087.000,-9,37,1087,0,0
38780935,-7.000,32.000,1107.000,-7,32,1107,0,0
38781686,-12.000,26.000,1098.000,-12,26,1098,0,0
38782438,-7.000,35.000,1085.000,-7,35,1085,0,0
38783190,-5.000,21.000,1103.000,-5,21,1103,0,0
38783942,-11.000,31.000,1090.000,-11,31,1090,0,0
38784702,-4.000,35.000,1095.000,-4,35,1095,0,0
38785453,-15.000,20.000,1102.000,-15,20,1102,0,0
38786205,-12.000,32.000,1089.000,-12,32,1089,0,0
38786957,-8.000,21.000,1111.000,-8,21,1111,0,0
38787708,-16.000,20.000,1102.000,-16,20,1102,0,0
38788459,-12.000,33.000,1096.000,-12,33,1096,0,0
38789212,-10.000,22.000,1109.000,-10,22,1109,0,0
38789964,-10.000,33.000,1091.000,-10,33,1091,0,0
