# STEVAL-MKI208V1K (IIS3DWB) 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],acc_x[LSB],acc_y[LSB],acc_z[LSB],int_1
7168138,47.336,152.866,1026.081,776,2506,16821,0
7168174,13.786,138.348,1006.866,226,2268,16506,0
7168213,27.084,99.979,1034.438,444,1639,16958,0
7168253,51.911,91.378,992.470,851,1498,16270,0
7168286,29.402,60.146,979.782,482,986,16062,0
7168323,17.446,17.751,971.852,286,291,15932,0
7168361,28.487,10.004,987.773,467,164,16193,0
7168398,18.788,-21.594,975.146,308,-354,15986,0
7168435,34.892,-68.991,966.728,572,-1131,15848,0
7168471,21.594,-89.304,974.719,354,-1464,15979,0
7168511,39.040,-116.449,959.286,640,-1909,15726,0
7168549,39.040,-149.877,949.038,640,-2457,15558,0
7168584,43.188,-132.248,961.177,708,-2168,15757,0
7168621,48.678,-153.537,971.852,798,-2517,15932,0
7168658,48.251,-177.449,970.022,791,-2909,15902,0
7168695,57.462,-171.105,957.456,942,-2805,15696,0
7168733,91.866,-166.591,951.844,1506,-2731,15604,0
7168770,73.078,-177.022,948.062,1198,-2902,15542,0
7168806,87.718,-160.308,979.355,1438,-2628,16055,0
7168846,99.186,-157.563,982.588,1626,-2583,16108,0
7168883,96.014,-180.133,989.176,1574,-2953,16216,0
7168918,103.334,-201.361,992.470,1694,-3301,16270,0
7168956,80.886,-206.363,1017.236,1326,-3383,16676,0
7168993,70.760,-191.418,1015.772,1160,-3138,16652,0
7169030,49.654,-205.021,1025.654,814,-3361,16814,0
7169067,40.870,-190.991,1055.910,670,-3131,17310,0
7169104,45.506,-194.590,1077.870,746,-3190,17670,0
7169142,13.298,-204.106,1098.000,218,-3346,18000,0
7169178,20.679,-201.849,1105.442,339,-3309,18122,0
7169216,14.701,-186.477,1129.232,241,-3057,18512,0
7169254,18.849,-146.705,1137.650,309,-2405,18650,0
7169291,22.936,-143.960,1131.611,376,-2360,18551,0
7169327,19.764,-105.164,1167.113,324,-1724,19133,0
7169364,17.934,-94.794,1155.462,294,-1554,18942,0
7169402,13.298,-45.994,1158.268,218,-754,18988,0
7169441,-8.296,-24.278,1157.780,-136,-398,18980,0
7169476,-8.784,17.751,1150.338,-144,291,18858,0
7169513,0.915,60.207,1148.020,15,987,18820,0
7169550,-21.594,65.148,1171.322,-354,1068,19202,0
7169587,-18.361,91.378,1152.656,-301,1498,18896,0
7169624,-40.443,97.722,1171.322,-663,1602,19202,0
7169661,-19.276,128.832,1148.874,-316,2112,18834,0
7169702,-49.166,141.520,1194.685,-806,2320,19585,0
7169740,-53.741,151.036,1153.083,-881,2476,18903,0
7169773,-72.163,168.604,1175.470,-1183,2764,19270,0
7169810,-66.612,193.431,1145.153,-1092,3171,18773,0
7169848,-85.888,175.436,1143.262,-1408,2876,18742,0
7169884,-72.102,191.662,1105.442,-1182,3142,18122,0
7169922,-70.272,189.832,1125.572,-1152,3112,18452,0
7169959,-33.550,189.893,1101.294,-550,3113,18054,0
7169996,-11.956,207.461,1082.140,-196,3401,17740,0
7170033,-19.276,158.234,1083.055,-316,2594,17755,0
7170070,32.147,169.946,1043.832,527,2786,17112,0
7170107,9.211,155.062,1040.050,151,2542,17050,0
7170145,34.465,146.949,1034.926,565,2409,16966,0
7170182,22.509,122.061,1018.578,369,2001,16698,0
7170219,36.295,118.950,1019.554,595,1950,16714,0
7170256,19.276,65.636,1005.036,316,1076,16476,0
7170294,32.147,63.806,976.061,527,1046,16001,0
7170330,18.849,21.350,977.952,309,350,16032,0
7170368,13.359,-17.080,983.076,219,-280,16116,0
7170405,30.744,-27.450,973.316,504,-450,15956,0
7170442,32.635,-89.792,976.549,535,-1472,16009,0
7170479,36.722,-97.478,968.619,602,-1598,15879,0
7170516,47.336,-121.390,963.434,776,-1990,15794,0
7170555,14.274,-148.535,960.689,234,-2435,15749,0
7170591,49.654,-142.618,957.456,814,-2338,15696,0
7170628,55.998,-148.962,947.147,918,-2442,15527,0
7170665,59.292,-134.505,942.023,972,-2205,15443,0
7170704,61.549,-184.220,962.092,1009,-3020,15772,0
7170739,77.653,-171.166,950.441,1273,-2806,15581,0
7170777,84.058,-171.105,936.838,1378,-2805,15358,0
7170817,89.609,-163.419,955.565,1469,-2679,15665,0
7170851,94.611,-177.449,988.688,1551,-2909,16208,0
7170888,79.483,-191.418,987.285,1303,-3138,16185,0
7170925,93.269,-199.592,991.067,1529,-3272,16247,0
7170963,70.760,-203.618,1010.160,1160,-3338,16560,0
7171000,62.952,-213.134,1026.996,1032,-3494,16836,0
7171036,45.018,-208.132,1029.314,738,-3412,16874,0
7171074,32.635,-204.106,1082.567,535,-3346,17747,0
7171111,12.444,-199.104,1082.567,204,-3264,17747,0
7171152,35.868,-212.707,1093.791,588,-3487,17931,0
7171186,34.404,-191.906,1076.955,564,-3146,17655,0
7171224,16.104,-197.762,1108.248,264,-3242,18168,0
7171263,17.934,-153.476,1139.053,294,-2516,18673,0
7171301,26.657,-116.449,1149.850,437,-1909,18850,0
7171335,22.997,-113.277,1140.517,377,-1857,18697,0
7171372,27.084,-62.220,1115.690,444,-1020,18290,0
7171409,2.745,-67.649,1168.516,45,-1109,19156,0
7171445,20.679,7.808,1147.044,339,128,18804,0
7171483,-3.233,30.866,1148.874,-53,506,18834,0
7171520,-13.786,49.349,1168.516,-226,809,19156,0
7171557,-8.723,83.692,1160.586,-143,1372,19026,0
7171595,-17.019,109.007,1136.735,-279,1787,18635,0
7171631,-48.251,113.948,1176.446,-791,1868,19286,0
7171671,-58.804,123.952,1162.477,-964,2032,19057,0
7171706,-51.911,172.264,1177.849,-851,2824,19309,0
7171743,-60.146,173.118,1161.928,-986,2838,19048,0
7171780,-66.612,160.064,1177.361,-1092,2624,19301,0
7171817,-67.954,185.806,1137.223,-1114,3046,18643,0
7171854,-67.527,186.233,1151.680,-1107,3053,18880,0
7171892,-82.716,183.549,1131.611,-1356,3009,18551,0
7171929,-69.357,202.520,1113.372,-1137,3320,18252,0
7171967,-47.763,194.834,1118.984,-783,3194,18344,0
7172003,-35.380,182.634,1073.722,-580,2994,17602,0
7172040,17.934,162.260,1071.343,294,2660,17563,0
7172078,15.128,141.520,1033.096,248,2320,16936,0
7172114,50.081,144.692,1048.468,821,2372,17188,0
7172153,28.060,139.690,1024.678,460,2290,16798,0
7172190,18.849,140.605,1013.454,309,2305,16614,0
7172227,33.550,107.177,977.464,550,1757,16024,0
7172265,24.766,75.579,1005.036,406,1239,16476,0
7172302,24.400,48.922,980.270,400,802,16070,0
7172341,-3.172,-3.538,984.967,-52,-58,16147,0
7172376,29.402,4.148,953.674,482,68,15634,0
7172412,10.126,-41.480,1002.230,166,-680,16430,0
7172453,16.104,-64.050,961.604,264,-1050,15764,0
7172491,25.254,-103.334,969.534,414,-1694,15894,0
7172524,46.421,-125.904,957.883,761,-2064,15703,0
7172561,34.892,-130.906,948.062,572,-2146,15542,0
7172602,54.229,-155.306,941.108,889,-2546,15428,0
7172640,49.166,-152.622,955.992,806,-2502,15672,0
7172673,57.889,-167.506,984.479,949,-2746,16139,0
7172709,80.886,-165.737,949.465,1326,-2717,15565,0
7172749,73.505,-189.588,941.535,1205,-3108,15435,0
7172784,63.867,-158.051,960.201,1047,-2591,15741,0
7172821,83.631,-172.020,947.086,1371,-2820,15526,0
7172858,89.060,-187.819,956.358,1460,-3079,15678,0
7172895,83.143,-198.616,981.124,1363,-3256,16084,0
7172932,97.844,-188.246,993.690,1604,-3086,16290,0
7172970,47.824,-217.221,1045.540,784,-3561,17140,0
7173011,56.974,-194.590,1025.471,934,-3190,16811,0
7173044,37.698,-207.278,1040.904,618,-3398,17064,0
7173082,32.635,-186.904,1044.625,535,-3064,17125,0
7173118,14.701,-202.764,1088.545,241,-3324,17845,0
7173155,38.125,-187.392,1084.336,625,-3072,17776,0
7173195,20.191,-204.594,1118.435,331,-3354,18335,0
7173230,23.912,-178.852,1120.753,392,-2932,18373,0
7173267,28.914,-170.190,1137.528,474,-2790,18648,0
7173305,22.082,-146.705,1157.658,362,-2405,18978,0
7173342,13.786,-116.449,1131.001,226,-1909,18541,0
7173378,15.128,-76.677,1164.185,248,-1257,19085,0
7173416,2.745,-51.362,1129.598,45,-842,18518,0
7173454,10.980,-7.991,1139.480,180,-131,18680,0
7173494,-22.509,22.204,1154.852,-369,364,18932,0
7173527,-16.104,62.464,1154.852,-264,1024,18932,0
7173564,-28.914,84.119,1135.210,-474,1379,18610,0
7173602,-38.552,94.062,1140.822,-632,1542,18702,0
7173639,-42.700,139.690,1133.380,-700,2290,18580,0
7173676,-52.826,131.577,1152.046,-866,2157,18886,0
7173713,-51.911,153.720,1149.728,-851,2520,18848,0
7173754,-59.292,171.776,1138.016,-972,2816,18656,0
7173792,-62.037,183.122,1130.086,-1017,3002,18526,0
7173825,-77.226,159.576,1148.752,-1266,2616,18832,0
7173862,-56.486,206.119,1102.087,-926,3379,18067,0
7173899,-77.592,184.891,1119.838,-1272,3031,18358,0
7173936,-73.932,192.089,1104.405,-1212,3149,18105,0
7173978,-27.084,199.836,1086.166,-444,3276,17806,0
7174010,-47.763,181.780,1077.321,-783,2980,17661,0
7174048,-11.956,165.920,1087.630,-196,2720,17830,0
7174085,26.169,164.578,1044.625,429,2698,17125,0
7174122,25.742,158.234,1024.556,422,2594,16796,0
7174161,2.745,123.403,1025.959,45,2023,16819,0
7174197,24.400,130.662,1006.378,400,2142,16498,0
7174234,25.742,105.774,991.372,422,1734,16252,0
7174274,11.956,61.549,1004.487,196,1009,16467,0
7174310,17.446,34.465,997.472,286,565,16352,0
7174345,10.553,12.322,968.070,173,202,15870,0
7174382,13.298,-17.507,968.497,218,-287,15877,0
7174424,32.147,-50.020,961.970,527,-820,15770,0
7174456,11.956,-87.962,984.906,196,-1442,16146,0
7174494,48.251,-110.593,959.164,791,-1813,15724,0
7174531,37.210,-128.222,973.194,610,-2102,15954,0
7174568,45.018,-138.592,951.234,738,-2272,15594,0
7174605,40.443,-157.563,984.845,663,-2583,16145,0
7174642,55.632,-151.280,948.428,912,-2480,15548,0
7174680,55.144,-172.935,966.606,904,-2835,15846,0
7174716,86.376,-169.702,954.528,1416,-2782,15648,0
7174754,80.398,-179.218,979.721,1318,-2938,16061,0
7174791,102.419,-173.850,965.691,1679,-2850,15831,0
7174828,91.439,-181.048,987.651,1499,-2968,16191,0
7174866,96.014,-164.334,975.512,1574,-2694,15992,0
7174903,100.650,-191.418,986.248,1650,-3138,16168,0
7174941,89.121,-196.908,1021.262,1461,-3228,16742,0
7174977,84.546,-200.507,991.860,1386,-3287,16260,0
7175016,41.358,-204.106,1034.316,678,-3346,16956,0
7175052,27.572,-203.191,1076.406,452,-3331,17646,0
7175090,48.678,-160.735,1067.500,798,-2635,17500,0
7175126,10.614,-195.078,1113.311,174,-3198,18251,0
7175163,26.169,-195.505,1100.196,429,-3205,18036,0
7175202,17.934,-195.505,1119.838,294,-3205,18358,0
7175239,20.618,-173.850,1114.226,338,-2850,18266,0
7175274,31.232,-131.394,1139.907,512,-2154,18687,0
7175312,18.849,-127.246,1147.349,309,-2086,18809,0
7175350,27.084,-83.021,1141.798,444,-1361,18718,0
7175390,5.490,-68.137,1140.395,90,-1117,18695,0
7175424,-4.636,-45.506,1168.882,-76,-746,19162,0
7175460,9.638,23.180,1135.698,158,380,18618,0
7175498,-39.040,29.951,1182.851,-640,491,19391,0
7175535,-10.126,62.891,1156.255,-166,1031,18955,0
7175572,-32.635,85.949,1184.315,-535,1409,19415,0
7175609,-14.274,123.464,1132.892,-234,2024,18572,0
7175648,-42.700,111.264,1172.176,-700,1824,19216,0
7175688,-57.889,146.034,1159.549,-949,2394,19009,0
7175721,-50.081,170.434,1174.921,-821,2794,19261,0
7175757,-47.336,174.033,1170.712,-776,2853,19192,0
7175796,-60.634,178.608,1121.668,-994,2928,18388,0
7175832,-66.124,175.436,1145.519,-1084,2876,18779,0
7175869,-84.058,199.775,1137.589,-1378,3275,18649,0
7175906,-66.124,185.318,1127.280,-1084,3038,18480,0
7175944,-72.102,224.175,1111.908,-1182,3675,18228,0
7175981,-34.465,208.864,1113.250,-565,3424,18250,0
7176018,-1.830,194.346,1088.545,-30,3186,17845,0
7176055,16.531,176.778,1067.500,271,2898,17500,0
7176092,19.276,137.921,1059.570,316,2261,17370,0
7176129,26.657,154.574,1035.292,437,2534,16972,0
7176166,25.254,138.836,1026.874,414,2276,16834,0
7176204,16.104,113.948,1032.974,264,1868,16934,0
7176241,25.254,85.461,1009.184,414,1401,16544,0
7176278,29.402,68.320,998.387,482,1120,16367,0
7176315,26.657,14.579,1004.426,437,239,16466,0
7176354,18.788,10.980,982.954,308,180,16114,0
7176390,22.509,-28.304,996.984,369,-464,16344,0
7176427,30.744,-55.022,996.557,504,-902,16337,0
7176465,44.103,-93.879,977.403,723,-1539,16023,0
7176503,28.914,-130.418,992.775,474,-2138,16275,0
7176539,33.062,-131.760,974.109,542,-2160,15969,0
7176575,46.848,-143.106,966.606,768,-2346,15846,0
7176613,53.314,-154.818,965.691,874,-2538,15831,0
7176651,39.040,-150.792,970.815,640,-2472,15915,0
7176688,58.316,-171.105,964.288,956,-2805,15808,0
7176724,65.270,-176.046,954.528,1070,-2886,15648,0
7176763,72.590,-171.166,969.900,1190,-2806,15900,0
7176801,78.568,-184.220,973.682,1288,-3020,15962,0
7176836,103.334,-177.022,968.985,1694,-2902,15885,0
7176873,107.482,-157.136,969.900,1762,-2576,15900,0
7176910,76.677,-209.535,984.357,1257,-3435,16137,0
7176947,82.228,-193.675,1025.044,1348,-3175,16804,0
7176984,73.932,-188.246,1021.750,1212,-3086,16750,0
7177022,31.232,-227.591,1038.586,512,-3731,17026,0
7177060,50.508,-174.704,1055.788,828,-2864,17308,0
7177096,41.358,-193.248,1075.430,678,-3168,17630,0
7177133,10.126,-198.677,1081.530,166,-3257,17730,0
7177172,13.298,-188.246,1107.211,218,-3086,18151,0
7177208,0.915,-168.848,1112.762,15,-2768,18242,0
7177245,17.934,-147.620,1113.738,294,-2420,18258,0
7177282,14.274,-135.420,1138.992,234,-2220,18672,0
7177318,15.189,-129.991,1163.270,249,-2131,19070,0
7177358,9.638,-89.792,1153.449,158,-1472,18909,0
7177394,8.723,-66.307,1143.140,143,-1087,18740,0
7177430,0.488,-28.365,1143.140,8,-465,18740,0
7177468,-3.172,-8.052,1142.225,-52,-132,18725,0
7177504,-21.594,43.432,1154.852,-354,712,18932,0
7177542,-11.956,65.575,1141.798,-196,1075,18718,0
7177579,-44.530,78.263,1150.643,-730,1283,18863,0
7177618,-22.082,128.466,1142.286,-362,2106,18726,0
7177655,-46.360,141.520,1143.201,-760,2320,18741,0
7177691,-45.018,146.461,1140.822,-738,2401,18702,0
7177727,-49.654,163.663,1178.642,-814,2683,19322,0
7177766,-46.421,165.005,1132.404,-761,2705,18564,0
7177804,-72.590,147.376,1143.628,-1190,2416,18748,0
7177840,-78.080,189.832,1133.380,-1280,3112,18580,0
7177876,-70.272,183.976,1109.529,-1152,3016,18189,0
7177914,-54.168,204.350,1100.684,-888,3350,18044,0
7177950,-37.698,198.433,1084.824,-618,3253,17784,0
7177988,-29.890,175.436,1097.390,-490,2876,17990,0
7178027,0.488,180.804,1071.709,8,2964,17569,0
7178063,-3.660,161.833,1037.122,-60,2653,17002,0
7178099,31.232,156.404,1010.038,512,2564,16558,0
7178137,5.978,143.777,1017.541,98,2357,16681,0
7178177,9.150,133.834,1002.596,150,2194,16436,0
7178215,22.509,130.662,979.233,369,2142,16053,0
7178252,16.104,71.065,981.612,264,1165,16092,0
7178286,-2.318,50.264,975.024,-38,824,15984,0
7178322,4.148,37.149,964.776,68,609,15816,0
7178364,8.296,-7.564,959.652,136,-124,15732,0
7178401,7.808,-58.621,991.372,128,-961,16252,0
7178435,26.230,-67.710,963.800,430,-1110,15800,0
7178471,26.596,-97.966,978.806,436,-1606,16046,0
7178512,37.210,-116.876,956.358,610,-1916,15678,0
7178550,41.358,-130.906,939.522,678,-2146,15402,0
7178583,43.188,-157.136,939.095,708,-2576,15395,0
7178620,45.933,-143.106,941.840,753,-2346,15440,0
7178661,70.760,-168.421,943.792,1160,-2761,15472,0
7178695,80.886,-160.735,947.025,1326,-2635,15525,0
7178731,75.396,-195.505,960.567,1236,-3205,15747,0
7178771,87.718,-164.334,935.801,1438,-2694,15341,0
7178808,93.269,-178.364,924.150,1529,-2924,15150,0
7178843,96.014,-179.218,963.373,1574,-2938,15793,0
7178880,119.438,-175.619,977.403,1958,-2879,16023,0
7178917,72.590,-207.217,1000.278,1190,-3397,16398,0
7178954,108.397,-200.019,992.836,1777,-3279,16276,0
7178991,68.869,-202.276,1025.471,1129,-3316,16811,0
7179029,42.700,-209.535,1043.710,700,-3435,17110,0
7179066,36.295,-190.991,1067.500,595,-3131,17500,0
7179103,33.550,-179.706,1067.073,550,-2946,17493,0
7179140,25.742,-207.705,1099.708,422,-3405,18028,0
7179177,28.975,-185.562,1094.584,475,-3042,17944,0
7179214,21.106,-191.418,1105.808,346,-3138,18128,0
7179252,14.274,-172.508,1125.938,234,-2828,18458,0
7179289,29.402,-133.163,1118.923,482,-2183,18343,0
7179326,20.679,-111.020,1155.340,339,-1820,18940,0
7179365,20.191,-85.278,1137.589,331,-1398,18649,0
7179402,-11.956,-56.364,1162.355,-196,-924,19055,0
7179438,10.553,-24.278,1166.076,173,-398,19116,0
7179475,-1.342,19.581,1135.698,-22,321,18618,0
7179513,-12.810,46.177,1153.876,-210,757,18916,0
7179553,-18.849,73.749,1164.185,-309,1209,19085,0
7179587,-39.955,91.378,1148.752,-655,1498,18832,0
7179623,-39.955,123.891,1150.216,-655,2031,18856,0
7179661,-49.654,132.065,1161.867,-814,2165,19047,0
7179698,-46.421,148.291,1151.558,-761,2431,18878,0
7179735,-63.867,155.550,1146.007,-1047,2550,18787,0
7179774,-56.486,163.663,1134.295,-926,2683,18595,0
7179810,-80.886,179.035,1136.613,-1326,2935,18633,0
7179847,-62.464,188.978,1131.062,-1024,3098,18542,0
7179884,-78.995,183.122,1122.156,-1295,3002,18396,0
7179921,-63.379,212.036,1097.390,-1039,3476,17990,0
7179959,-59.719,190.747,1099.220,-979,3127,18020,0
7179996,-17.019,214.232,1072.624,-279,3512,17584,0
7180033,-25.254,174.521,1066.097,-414,2861,17477,0
7180070,22.082,169.946,1024.556,362,2786,16796,0
7180109,31.720,137.433,1041.819,520,2253,17079,0
7180145,29.402,151.036,1030.168,482,2476,16888,0
7180181,45.933,134.749,1018.456,753,2209,16696,0
7180218,22.082,107.238,998.814,362,1758,16374,0
7180258,7.808,82.838,995.154,128,1358,16314,0
7180293,17.934,47.092,964.776,294,772,15816,0
7180330,15.616,24.949,982.527,256,409,16107,0
7180367,2.318,-7.564,985.333,38,-124,16153,0
7180404,47.275,-34.221,970.388,775,-561,15908,0
7180441,21.106,-74.420,976.915,346,-1220,16015,0
7180478,43.188,-96.990,970.876,708,-1590,15916,0
7180515,32.147,-126.392,972.706,527,-2072,15946,0
7180554,29.402,-155.306,956.358,482,-2546,15678,0
7180590,42.700,-141.337,944.219,700,-2317,15479,0
7180627,61.976,-156.221,955.443,1016,-2561,15663,0
7180664,55.144,-170.190,967.094,904,-2790,15854,0
7180703,73.078,-159.820,971.364,1198,-2620,15924,0
7180739,70.760,-182.390,970.388,1160,-2990,15908,0
7180776,85.461,-157.990,946.537,1401,-2590,15517,0
7180813,79.910,-171.593,961.970,1310,-2813,15770,0
7180851,81.801,-193.675,971.730,1341,-3175,15930,0
7180888,108.397,-171.044,1002.108,1777,-2804,16428,0
7180924,84.973,-214.476,1002.596,1393,-3516,16436,0
7180963,91.378,-187.392,996.984,1498,-3072,16344,0
7180999,43.188,-236.680,1032.974,708,-3880,16934,0
7181036,58.804,-193.248,1052.067,964,-3168,17247,0
7181073,40.382,-172.447,1060.058,662,-2827,17378,0
7181111,12.383,-221.247,1091.778,203,-3627,17898,0
7181149,30.744,-188.246,1088.545,504,-3086,17845,0
7181189,23.912,-188.246,1112.823,392,-3086,18243,0
7181223,16.531,-188.734,1110.017,271,-3094,18197,0
7181259,14.213,-159.820,1152.046,233,-2620,18886,0
7181297,31.232,-126.392,1155.767,512,-2072,18947,0
7181334,19.276,-119.560,1173.030,316,-1960,19230,0
7181371,7.808,-59.536,1137.589,128,-976,18649,0
7181408,-13.298,-73.078,1169.370,-218,-1198,19170,0
7181445,-5.002,-8.479,1139.419,-82,-139,18679,0
7181483,-0.915,12.749,1171.200,-15,209,19200,0
7181519,-6.893,69.235,1157.170,-113,1135,18970,0
7181559,-18.422,83.692,1166.076,-302,1372,19116,0
7181594,-13.298,83.265,1149.240,-218,1365,18840,0
7181631,-29.402,118.889,1147.837,-482,1949,18817,0
7181668,-44.530,125.721,1140.822,-730,2061,18702,0
7181705,-44.103,165.005,1160.464,-723,2705,19024,0
7181744,-56.486,159.149,1146.922,-926,2609,18802,0
7181780,-58.804,179.462,1136.186,-964,2942,18626,0
7181817,-58.316,165.432,1164.673,-956,2712,19093,0
7181854,-58.316,184.464,1125.450,-956,3024,18450,0
7181891,-65.697,182.634,1123.986,-1077,2994,18426,0
7181929,-43.188,202.520,1114.226,-708,3320,18266,0
7181968,-35.380,197.518,1088.545,-580,3238,17845,0
7182003,-27.999,181.719,1089.948,-459,2979,17868,0
7182040,20.252,168.177,1068.903,332,2757,17523,0
7182079,18.361,153.293,1042.246,301,2513,17086,0
7182116,36.295,152.805,1037.122,595,2505,17002,0
7182154,23.424,137.494,1047.004,384,2254,17164,0
7182188,36.295,136.091,998.387,595,2231,16367,0
7182229,15.616,109.434,1008.635,256,1794,16535,0
7182265,40.443,76.921,981.124,663,1261,16084,0
7182304,20.252,36.722,973.682,332,602,15962,0
7182337,20.679,14.579,983.442,339,239,16122,0
7182374,28.609,9.638,968.558,469,158,15878,0
7182411,32.696,-48.190,967.582,536,-790,15862,0
7182449,25.376,-72.163,959.164,416,-1183,15724,0
7182486,24.461,-115.107,974.536,401,-1887,15976,0
7182523,30.866,-129.076,958.249,506,-2116,15709,0
7182561,17.568,-162.077,952.637,288,-2657,15617,0
7182598,32.696,-153.049,959.164,536,-2509,15724,0
7182635,66.734,-147.620,948.428,1094,-2420,15548,0
7182671,58.011,-168.421,979.721,951,-2761,16061,0
7182710,67.649,-172.935,955.443,1109,-2835,15663,0
7182747,86.498,-173.850,940.925,1418,-2850,15425,0
7182783,84.668,-176.534,964.288,1388,-2894,15808,0
7182822,111.264,-172.935,980.148,1824,-2835,16068,0
7182859,74.054,-194.163,986.248,1214,-3183,16168,0
7182896,115.412,-167.933,984.845,1892,-2753,16145,0
7182932,72.712,-227.591,1013.820,1192,-3731,16620,0
7182969,78.202,-210.450,1001.681,1282,-3450,16421,0
7183010,49.288,-209.962,1017.053,808,-3442,16673,0
7183044,35.990,-207.705,1034.377,590,-3405,16957,0
7183081,4.270,-199.592,1078.236,70,-3272,17676,0
7183118,21.716,-194.590,1103.490,356,-3190,18090,0
