# STEVAL-MKI168V1 (IIS2DH) 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],acc_x[LSB],acc_y[LSB],acc_z[LSB],int_1,int_2
106295790,752.000,208.000,-635.000,752,208,-635,0,0
106296542,694.000,191.000,-635.000,694,191,-635,0,0
106297294,707.000,211.000,-597.000,707,211,-597,0,0
106298053,750.000,198.000,-645.000,750,198,-645,0,0
106298805,675.000,199.000,-623.000,675,199,-623,0,0
106299556,738.000,214.000,-623.000,738,214,-623,0,0
106300307,720.000,192.000,-649.000,720,192,-649,0,0
106301059,682.000,200.000,-605.000,682,200,-605,0,0
106301811,752.000,199.000,-637.000,752,199,-637,0,0
106302570,689.000,189.000,-634.000,689,189,-634,0,0
106303323,706.000,207.000,-605.000,706,207,-605,0,0
106304074,741.000,196.000,-646.000,741,196,-646,0,0
106304826,669.000,195.000,-611.000,669,195,-611,0,0
106305577,737.000,211.000,-617.000,737,211,-617,0,0
106306328,713.000,191.000,-653.000,713,191,-653,0,0
106307080,679.000,202.000,-615.000,679,202,-615,0,0
106307840,749.000,202.000,-637.000,749,202,-637,0,0
106308591,685.000,186.000,-626.000,685,186,-626,0,0
106309344,704.000,201.000,-600.000,704,201,-600,0,0
106310096,741.000,190.000,-645.000,741,190,-645,0,0
106310848,672.000,197.000,-621.000,672,197,-621,0,0
106311600,739.000,210.000,-623.000,739,210,-623,0,0
106312352,715.000,192.000,-644.000,715,192,-644,0,0
106313105,689.000,205.000,-603.000,689,205,-603,0,0
106313856,753.000,201.000,-637.000,753,201,-637,0,0
106314616,679.000,190.000,-636.000,679,190,-636,0,0
106315368,712.000,207.000,-607.000,712,207,-607,0,0
106316121,741.000,192.000,-647.000,741,192,-647,0,0
106316873,673.000,192.000,-614.000,673,192,-614,0,0
106317625,741.000,209.000,-624.000,741,209,-624,0,0
106318377,707.000,190.000,-647.000,707,190,-647,0,0
106319129,682.000,206.000,-604.000,682,206,-604,0,0
106319881,749.000,202.000,-638.000,749,202,-638,0,0
106320633,681.000,189.000,-629.000,681,189,-629,0,0
106321385,717.000,209.000,-603.000,717,209,-603,0,0
106322146,740.000,193.000,-649.000,740,193,-649,0,0
106322898,670.000,196.000,-615.000,670,196,-615,0,0
106323648,739.000,203.000,-623.000,739,203,-623,0,0
106324399,706.000,187.000,-642.000,706,187,-642,0,0
106325151,687.000,208.000,-603.000,687,208,-603,0,0
106325904,755.000,202.000,-637.000,755,202,-637,0,0
106326663,682.000,191.000,-623.000,682,191,-623,0,0
106327414,717.000,214.000,-606.000,717,214,-606,0,0
106328165,736.000,196.000,-647.000,736,196,-647,0,0
106328917,670.000,202.000,-609.000,670,202,-609,0,0
106329676,741.000,209.000,-620.000,741,209,-620,0,0
106330428,700.000,188.000,-642.000,700,188,-642,0,0
106331180,687.000,206.000,-601.000,687,206,-601,0,0
106331930,746.000,200.000,-643.000,746,200,-643,0,0
106332689,675.000,191.000,-626.000,675,191,-626,0,0
106333441,719.000,210.000,-611.000,719,210,-611,0,0
106334193,729.000,195.000,-646.000,729,195,-646,0,0
106334945,672.000,199.000,-606.000,672,199,-606,0,0
106335705,745.000,203.000,-627.000,745,203,-627,0,0
106336457,698.000,188.000,-649.000,698,188,-649,0,0
106337209,687.000,209.000,-604.000,687,209,-604,0,0
106337961,744.000,205.000,-646.000,744,205,-646,0,0
106338713,671.000,197.000,-628.000,671,197,-628,0,0
106339465,719.000,215.000,-608.000,719,215,-608,0,0
106340217,730.000,192.000,-652.000,730,192,-652,0,0
106340977,674.000,203.000,-611.000,674,203,-611,0,0
106341728,744.000,208.000,-629.000,744,208,-629,0,0
106342481,694.000,188.000,-636.000,694,188,-636,0,0
106343233,693.000,207.000,-597.000,693,207,-597,0,0
106343985,746.000,199.000,-641.000,746,199,-641,0,0
106344737,673.000,193.000,-618.000,673,193,-618,0,0
106345489,725.000,214.000,-612.000,725,214,-612,0,0
106346247,723.000,197.000,-653.000,723,197,-653,0,0
106346998,668.000,208.000,-600.000,668,208,-600,0,0
106347748,745.000,215.000,-626.000,745,215,-626,0,0
106348500,694.000,195.000,-631.000,694,195,-631,0,0
106349260,698.000,212.000,-598.000,698,212,-598,0,0
106350012,752.000,203.000,-643.000,752,203,-643,0,0
106350763,676.000,196.000,-619.000,676,196,-619,0,0
106351515,732.000,213.000,-617.000,732,213,-617,0,0
106352267,723.000,194.000,-648.000,723,194,-648,0,0
106353026,674.000,206.000,-607.000,674,206,-607,0,0
106353778,747.000,209.000,-637.000,747,209,-637,0,0
106354529,688.000,195.000,-637.000,688,195,-637,0,0
106355280,697.000,216.000,-605.000,697,216,-605,0,0
106356031,741.000,205.000,-646.000,741,205,-646,0,0
106356792,668.000,203.000,-621.000,668,203,-621,0,0
106357543,729.000,216.000,-614.000,729,216,-614,0,0
106358294,714.000,194.000,-653.000,714,194,-653,0,0
106359046,671.000,207.000,-604.000,671,207,-604,0,0
106359798,744.000,209.000,-635.000,744,209,-635,0,0
106360550,683.000,195.000,-635.000,683,195,-635,0,0
106361309,697.000,217.000,-606.000,697,217,-606,0,0
106362061,738.000,207.000,-646.000,738,207,-646,0,0
106362813,666.000,207.000,-618.000,666,207,-618,0,0
106363565,730.000,217.000,-615.000,730,217,-615,0,0
106364324,709.000,194.000,-646.000,709,194,-646,0,0
106365076,672.000,204.000,-603.000,672,204,-603,0,0
106365828,744.000,205.000,-638.000,744,205,-638,0,0
106366580,677.000,191.000,-636.000,677,191,-636,0,0
106367332,698.000,211.000,-606.000,698,211,-606,0,0
106368084,740.000,198.000,-650.000,740,198,-650,0,0
106368844,665.000,205.000,-619.000,665,205,-619,0,0
106369596,730.000,215.000,-628.000,730,215,-628,0,0
106370347,711.000,191.000,-648.000,711,191,-648,0,0
106371098,677.000,209.000,-601.000,677,209,-601,0,0
106371850,750.000,209.000,-632.000,750,209,-632,0,0
106372609,677.000,196.000,-624.000,677,196,-624,0,0
106373361,707.000,218.000,-597.000,707,218,-597,0,0
106374113,739.000,199.000,-647.000,739,199,-647,0,0
106374865,667.000,201.000,-613.000,667,201,-613,0,0
106375617,737.000,217.000,-619.000,737,217,-619,0,0
106376369,708.000,200.000,-643.000,708,200,-643,0,0
106377122,679.000,214.000,-597.000,679,214,-597,0,0
106377881,747.000,211.000,-636.000,747,211,-636,0,0
106378633,679.000,199.000,-630.000,679,199,-630,0,0
106379385,705.000,219.000,-611.000,705,219,-611,0,0
106380137,732.000,200.000,-650.000,732,200,-650,0,0
106380890,663.000,201.000,-620.000,663,201,-620,0,0
106381648,738.000,210.000,-625.000,738,210,-625,0,0
106382400,705.000,190.000,-656.000,705,190,-656,0,0
106383151,681.000,210.000,-608.000,681,210,-608,0,0
106383904,745.000,206.000,-640.000,745,206,-640,0,0
106384656,675.000,193.000,-628.000,675,193,-628,0,0
106385407,713.000,213.000,-602.000,713,213,-602,0,0
106386167,737.000,198.000,-644.000,737,198,-644,0,0
106386918,670.000,204.000,-615.000,670,204,-615,0,0
106387670,740.000,212.000,-628.000,740,212,-628,0,0
106388423,702.000,195.000,-642.000,702,195,-642,0,0
106389173,689.000,211.000,-604.000,689,211,-604,0,0
106389925,751.000,206.000,-641.000,751,206,-641,0,0
106390684,678.000,195.000,-628.000,678,195,-628,0,0
106391436,716.000,214.000,-614.000,716,214,-614,0,0
106392187,735.000,199.000,-653.000,735,199,-653,0,0
106392938,676.000,200.000,-616.000,676,200,-616,0,0
106393697,745.000,210.000,-626.000,745,210,-626,0,0
106394449,697.000,188.000,-640.000,697,188,-640,0,0
106395201,691.000,209.000,-605.000,691,209,-605,0,0
106395953,748.000,200.000,-645.000,748,200,-645,0,0
106396705,667.000,194.000,-630.000,667,194,-630,0,0
106397457,717.000,210.000,-606.000,717,210,-606,0,0
106398217,724.000,191.000,-641.000,724,191,-641,0,0
106398969,671.000,200.000,-606.000,671,200,-606,0,0
106399720,743.000,207.000,-630.000,743,207,-630,0,0
106400473,690.000,191.000,-635.000,690,191,-635,0,0
106401225,690.000,210.000,-594.000,690,210,-594,0,0
106401977,742.000,200.000,-644.000,742,200,-644,0,0
106402728,669.000,194.000,-623.000,669,194,-623,0,0
106403481,725.000,210.000,-603.000,725,210,-603,0,0
106404241,727.000,192.000,-644.000,727,192,-644,0,0
106404993,671.000,202.000,-600.000,671,202,-600,0,0
106405745,742.000,210.000,-624.000,742,210,-624,0,0
106406497,693.000,189.000,-633.000,693,189,-633,0,0
106407249,696.000,211.000,-598.000,696,211,-598,0,0
106408002,747.000,203.000,-648.000,747,203,-648,0,0
106408753,677.000,197.000,-623.000,677,197,-623,0,0
106409505,730.000,212.000,-610.000,730,212,-610,0,0
106410264,722.000,194.000,-647.000,722,194,-647,0,0
106411016,675.000,201.000,-601.000,675,201,-601,0,0
106411767,746.000,207.000,-632.000,746,207,-632,0,0
106412518,690.000,189.000,-643.000,690,189,-643,0,0
106413270,700.000,206.000,-599.000,700,206,-599,0,0
106414030,748.000,198.000,-635.000,748,198,-635,0,0
106414781,671.000,196.000,-613.000,671,196,-613,0,0
106415531,729.000,209.000,-607.000,729,209,-607,0,0
106416283,719.000,188.000,-643.000,719,188,-643,0,0
106417042,677.000,198.000,-601.000,677,198,-601,0,0
106417793,749.000,201.000,-630.000,749,201,-630,0,0
106418545,690.000,182.000,-637.000,690,182,-637,0,0
106419297,703.000,205.000,-602.000,703,205,-602,0,0
106420048,745.000,196.000,-647.000,745,196,-647,0,0
106420801,668.000,196.000,-610.000,668,196,-610,0,0
106421559,730.000,212.000,-610.000,730,212,-610,0,0
106422310,713.000,189.000,-641.000,713,189,-641,0,0
106423062,674.000,205.000,-588.000,674,205,-588,0,0
106423814,744.000,204.000,-626.000,744,204,-626,0,0
106424573,684.000,183.000,-633.000,684,183,-633,0,0
106425324,703.000,204.000,-604.000,703,204,-604,0,0
106426076,741.000,195.000,-642.000,741,195,-642,0,0
106426829,674.000,195.000,-607.000,674,195,-607,0,0
106427580,736.000,208.000,-613.000,736,208,-613,0,0
106428340,717.000,187.000,-636.000,717,187,-636,0,0
106429090,682.000,201.000,-601.000,682,201,-601,0,0
106429842,753.000,201.000,-635.000,753,201,-635,0,0
106430593,686.000,189.000,-626.000,686,189,-626,0,0
106431345,709.000,207.000,-598.000,709,207,-598,0,0
106432105,743.000,193.000,-644.000,743,193,-644,0,0
106432857,673.000,195.000,-609.000,673,195,-609,0,0
106433608,739.000,208.000,-614.000,739,208,-614,0,0
106434360,715.000,189.000,-639.000,715,189,-639,0,0
106435113,684.000,203.000,-605.000,684,203,-605,0,0
106435865,752.000,206.000,-640.000,752,206,-640,0,0
106436623,682.000,192.000,-630.000,682,192,-630,0,0
106437375,712.000,214.000,-607.000,712,214,-607,0,0
106438126,743.000,197.000,-648.000,743,197,-648,0,0
106438878,674.000,199.000,-612.000,674,199,-612,0,0
106439629,741.000,215.000,-619.000,741,215,-619,0,0
106440382,707.000,185.000,-647.000,707,185,-647,0,0
106441142,687.000,204.000,-598.000,687,204,-598,0,0
106441893,755.000,202.000,-643.000,755,202,-643,0,0
106442645,678.000,192.000,-626.000,678,192,-626,0,0
106443396,714.000,213.000,-605.000,714,213,-605,0,0
106444148,731.000,195.000,-649.000,731,195,-649,0,0
106444906,668.000,201.000,-613.000,668,201,-613,0,0
106445656,742.000,210.000,-620.000,742,210,-620,0,0
106446409,703.000,191.000,-645.000,703,191,-645,0,0
106447161,685.000,207.000,-600.000,685,207,-600,0,0
106447911,752.000,201.000,-641.000,752,201,-641,0,0
106448670,674.000,190.000,-629.000,674,190,-629,0,0
106449422,718.000,210.000,-609.000,718,210,-609,0,0
106450173,738.000,195.000,-653.000,738,195,-653,0,0
106450925,673.000,200.000,-606.000,673,200,-606,0,0
106451676,745.000,204.000,-619.000,745,204,-619,0,0
106452428,704.000,186.000,-640.000,704,186,-640,0,0
106453188,687.000,204.000,-596.000,687,204,-596,0,0
106453940,752.000,201.000,-640.000,752,201,-640,0,0
106454690,676.000,193.000,-621.000,676,193,-621,0,0
106455441,717.000,215.000,-602.000,717,215,-602,0,0
