# STEVAL-MKI168V1 (IIS2DH) 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],acc_x[LSB],acc_y[LSB],acc_z[LSB],int_1,int_2
106456193,727.000,199.000,-638.000,727,199,-638,0,0
106456946,661.000,201.000,-605.000,661,201,-605,0,0
106457697,739.000,212.000,-618.000,739,212,-618,0,0
106458457,699.000,191.000,-637.000,699,191,-637,0,0
106459209,691.000,208.000,-596.000,691,208,-596,0,0
106459962,746.000,203.000,-636.000,746,203,-636,0,0
106460713,669.000,193.000,-620.000,669,193,-620,0,0
106461465,723.000,211.000,-607.000,723,211,-607,0,0
106462217,726.000,197.000,-650.000,726,197,-650,0,0
106462969,670.000,209.000,-609.000,670,209,-609,0,0
106463729,741.000,213.000,-628.000,741,213,-628,0,0
106464481,696.000,198.000,-641.000,696,198,-641,0,0
106465233,687.000,215.000,-602.000,687,215,-602,0,0
106465985,742.000,205.000,-644.000,742,205,-644,0,0
106466737,671.000,205.000,-622.000,671,205,-622,0,0
106467489,723.000,220.000,-612.000,723,220,-612,0,0
106468249,719.000,197.000,-646.000,719,197,-646,0,0
106469001,669.000,208.000,-610.000,669,208,-610,0,0
106469753,743.000,207.000,-628.000,743,207,-628,0,0
106470505,690.000,192.000,-640.000,690,192,-640,0,0
106471257,698.000,215.000,-605.000,698,215,-605,0,0
106472010,749.000,206.000,-645.000,749,206,-645,0,0
106472761,671.000,199.000,-631.000,671,199,-631,0,0
106473521,728.000,212.000,-616.000,728,212,-616,0,0
106474274,717.000,196.000,-650.000,717,196,-650,0,0
106475026,669.000,207.000,-606.000,669,207,-606,0,0
106475778,743.000,209.000,-631.000,743,209,-631,0,0
106476529,688.000,194.000,-636.000,688,194,-636,0,0
106477281,699.000,214.000,-612.000,699,214,-612,0,0
106478040,745.000,204.000,-646.000,745,204,-646,0,0
106478791,670.000,197.000,-621.000,670,197,-621,0,0
106479543,729.000,215.000,-615.000,729,215,-615,0,0
106480294,717.000,194.000,-645.000,717,194,-645,0,0
106481045,675.000,206.000,-601.000,675,206,-601,0,0
106481805,756.000,206.000,-635.000,756,206,-635,0,0
106482556,685.000,189.000,-638.000,685,189,-638,0,0
106483308,702.000,211.000,-598.000,702,211,-598,0,0
106484059,739.000,198.000,-644.000,739,198,-644,0,0
106484811,663.000,195.000,-618.000,663,195,-618,0,0
106485570,730.000,214.000,-617.000,730,214,-617,0,0
106486322,711.000,190.000,-649.000,711,190,-649,0,0
106487074,677.000,205.000,-603.000,677,205,-603,0,0
106487826,752.000,206.000,-639.000,752,206,-639,0,0
106488576,685.000,194.000,-637.000,685,194,-637,0,0
106489337,701.000,217.000,-598.000,701,217,-598,0,0
106490089,736.000,203.000,-646.000,736,203,-646,0,0
106490841,666.000,200.000,-618.000,666,200,-618,0,0
106491593,731.000,211.000,-625.000,731,211,-625,0,0
106492343,712.000,191.000,-653.000,712,191,-653,0,0
106493096,677.000,208.000,-607.000,677,208,-607,0,0
106493848,753.000,210.000,-639.000,753,210,-639,0,0
106494606,684.000,196.000,-634.000,684,196,-634,0,0
106495356,708.000,214.000,-603.000,708,214,-603,0,0
106496107,740.000,199.000,-649.000,740,199,-649,0,0
106496866,669.000,202.000,-614.000,669,202,-614,0,0
106497617,734.000,215.000,-620.000,734,215,-620,0,0
106498370,706.000,197.000,-654.000,706,197,-654,0,0
106499122,677.000,211.000,-610.000,677,211,-610,0,0
106499874,749.000,206.000,-638.000,749,206,-638,0,0
106500625,673.000,192.000,-629.000,673,192,-629,0,0
106501385,710.000,211.000,-607.000,710,211,-607,0,0
106502138,735.000,192.000,-645.000,735,192,-645,0,0
106502890,666.000,196.000,-609.000,666,196,-609,0,0
106503640,738.000,212.000,-620.000,738,212,-620,0,0
106504392,706.000,188.000,-651.000,706,188,-651,0,0
106505144,687.000,206.000,-601.000,687,206,-601,0,0
106505904,749.000,205.000,-642.000,749,205,-642,0,0
106506656,677.000,193.000,-627.000,677,193,-627,0,0
106507407,713.000,211.000,-603.000,713,211,-603,0,0
106508160,738.000,194.000,-642.000,738,194,-642,0,0
106508912,668.000,203.000,-606.000,668,203,-606,0,0
106509664,742.000,212.000,-626.000,742,212,-626,0,0
106510423,702.000,194.000,-640.000,702,194,-640,0,0
106511176,686.000,212.000,-600.000,686,212,-600,0,0
106511927,749.000,203.000,-636.000,749,203,-636,0,0
106512679,673.000,194.000,-623.000,673,194,-623,0,0
106513430,720.000,214.000,-608.000,720,214,-608,0,0
106514182,733.000,192.000,-652.000,733,192,-652,0,0
106514942,674.000,199.000,-607.000,674,199,-607,0,0
106515693,747.000,207.000,-625.000,747,207,-625,0,0
106516444,704.000,185.000,-638.000,704,185,-638,0,0
106517196,689.000,206.000,-598.000,689,206,-598,0,0
106517955,748.000,198.000,-638.000,748,198,-638,0,0
106518706,673.000,190.000,-620.000,673,190,-620,0,0
106519457,722.000,208.000,-607.000,722,208,-607,0,0
106520209,729.000,191.000,-639.000,729,191,-639,0,0
106520968,675.000,197.000,-603.000,675,197,-603,0,0
106521720,749.000,202.000,-624.000,749,202,-624,0,0
106522472,694.000,185.000,-637.000,694,185,-637,0,0
106523224,694.000,208.000,-603.000,694,208,-603,0,0
106523976,745.000,200.000,-632.000,745,200,-632,0,0
106524728,673.000,191.000,-612.000,673,191,-612,0,0
106525488,726.000,208.000,-600.000,726,208,-600,0,0
106526241,722.000,192.000,-640.000,722,192,-640,0,0
106526993,667.000,202.000,-597.000,667,202,-597,0,0
106527745,745.000,205.000,-628.000,745,205,-628,0,0
106528497,695.000,190.000,-641.000,695,190,-641,0,0
106529249,700.000,209.000,-596.000,700,209,-596,0,0
106530008,748.000,199.000,-646.000,748,199,-646,0,0
106530759,671.000,190.000,-617.000,671,190,-617,0,0
106531510,727.000,206.000,-605.000,727,206,-605,0,0
106532270,722.000,186.000,-646.000,722,186,-646,0,0
106533021,674.000,196.000,-600.000,674,196,-600,0,0
106533773,746.000,200.000,-623.000,746,200,-623,0,0
106534525,688.000,184.000,-636.000,688,184,-636,0,0
106535277,695.000,207.000,-601.000,695,207,-601,0,0
106536029,741.000,200.000,-641.000,741,200,-641,0,0
106536789,671.000,195.000,-615.000,671,195,-615,0,0
106537541,738.000,211.000,-610.000,738,211,-610,0,0
106538291,724.000,190.000,-642.000,724,190,-642,0,0
106539043,679.000,205.000,-601.000,679,205,-601,0,0
106539803,753.000,203.000,-625.000,753,203,-625,0,0
106540554,687.000,191.000,-638.000,687,191,-638,0,0
106541306,706.000,208.000,-603.000,706,208,-603,0,0
106542059,752.000,197.000,-645.000,752,197,-645,0,0
106542810,673.000,193.000,-618.000,673,193,-618,0,0
106543561,735.000,210.000,-616.000,735,210,-616,0,0
106544322,718.000,191.000,-646.000,718,191,-646,0,0
106545074,678.000,206.000,-608.000,678,206,-608,0,0
106545826,750.000,204.000,-641.000,750,204,-641,0,0
106546576,683.000,189.000,-634.000,683,189,-634,0,0
106547329,704.000,209.000,-606.000,704,209,-606,0,0
106548081,745.000,195.000,-642.000,745,195,-642,0,0
106548840,673.000,196.000,-607.000,673,196,-607,0,0
106549590,731.000,212.000,-621.000,731,212,-621,0,0
106550340,704.000,193.000,-641.000,704,193,-641,0,0
106551099,673.000,204.000,-596.000,673,204,-596,0,0
106551850,747.000,204.000,-631.000,747,204,-631,0,0
106552601,681.000,190.000,-630.000,681,190,-630,0,0
106553361,708.000,212.000,-592.000,708,212,-592,0,0
106554112,738.000,195.000,-640.000,738,195,-640,0,0
106554864,670.000,194.000,-609.000,670,194,-609,0,0
106555615,733.000,209.000,-612.000,733,209,-612,0,0
106556367,710.000,188.000,-641.000,710,188,-641,0,0
106557126,682.000,206.000,-594.000,682,206,-594,0,0
106557877,752.000,198.000,-643.000,752,198,-643,0,0
106558629,681.000,188.000,-628.000,681,188,-628,0,0
106559380,713.000,209.000,-608.000,713,209,-608,0,0
106560131,740.000,193.000,-642.000,740,193,-642,0,0
106560890,672.000,198.000,-611.000,672,198,-611,0,0
106561640,739.000,211.000,-617.000,739,211,-617,0,0
106562393,705.000,191.000,-646.000,705,191,-646,0,0
106563144,685.000,209.000,-600.000,685,209,-600,0,0
106563897,750.000,203.000,-642.000,750,203,-642,0,0
106564656,682.000,191.000,-628.000,682,191,-628,0,0
106565409,719.000,215.000,-610.000,719,215,-610,0,0
106566160,736.000,197.000,-647.000,736,197,-647,0,0
106566912,673.000,199.000,-611.000,673,199,-611,0,0
106567664,744.000,211.000,-620.000,744,211,-620,0,0
106568415,701.000,192.000,-644.000,701,192,-644,0,0
106569176,687.000,209.000,-598.000,687,209,-598,0,0
106569928,748.000,205.000,-641.000,748,205,-641,0,0
106570680,674.000,196.000,-627.000,674,196,-627,0,0
106571432,722.000,214.000,-610.000,722,214,-610,0,0
106572184,737.000,196.000,-650.000,737,196,-650,0,0
106572943,679.000,200.000,-610.000,679,200,-610,0,0
106573695,746.000,212.000,-628.000,746,212,-628,0,0
106574447,696.000,191.000,-648.000,696,191,-648,0,0
106575198,695.000,213.000,-602.000,695,213,-602,0,0
106575949,753.000,206.000,-646.000,753,206,-646,0,0
106576709,681.000,197.000,-627.000,681,197,-627,0,0
106577461,720.000,213.000,-611.000,720,213,-611,0,0
106578212,730.000,190.000,-649.000,730,190,-649,0,0
106578964,666.000,199.000,-608.000,666,199,-608,0,0
106579723,749.000,206.000,-621.000,749,206,-621,0,0
106580476,699.000,191.000,-641.000,699,191,-641,0,0
106581227,694.000,207.000,-598.000,694,207,-598,0,0
106581979,748.000,205.000,-641.000,748,205,-641,0,0
106582738,672.000,198.000,-614.000,672,198,-614,0,0
106583489,726.000,210.000,-602.000,726,210,-602,0,0
106584241,727.000,194.000,-644.000,727,194,-644,0,0
106584994,677.000,205.000,-597.000,677,205,-597,0,0
106585745,751.000,208.000,-617.000,751,208,-617,0,0
106586497,693.000,188.000,-636.000,693,188,-636,0,0
106587258,695.000,212.000,-608.000,695,212,-608,0,0
106588010,748.000,201.000,-645.000,748,201,-645,0,0
106588762,674.000,196.000,-616.000,674,196,-616,0,0
106589514,726.000,213.000,-609.000,726,213,-609,0,0
106590266,721.000,193.000,-650.000,721,193,-650,0,0
106591018,670.000,201.000,-602.000,670,201,-602,0,0
106591770,742.000,205.000,-625.000,742,205,-625,0,0
106592521,687.000,191.000,-635.000,687,191,-635,0,0
106593281,702.000,216.000,-603.000,702,216,-603,0,0
106594032,744.000,203.000,-641.000,744,203,-641,0,0
106594785,670.000,197.000,-618.000,670,197,-618,0,0
106595537,725.000,210.000,-612.000,725,210,-612,0,0
106596289,708.000,184.000,-644.000,708,184,-644,0,0
106597041,659.000,197.000,-596.000,659,197,-596,0,0
106597802,737.000,202.000,-627.000,737,202,-627,0,0
106598553,689.000,198.000,-633.000,689,198,-633,0,0
106599305,713.000,221.000,-608.000,713,221,-608,0,0
106600057,751.000,207.000,-656.000,751,207,-656,0,0
106600810,662.000,207.000,-624.000,662,207,-624,0,0
106601561,716.000,217.000,-616.000,716,217,-616,0,0
106602321,698.000,195.000,-643.000,698,195,-643,0,0
106603074,662.000,203.000,-595.000,662,203,-595,0,0
106603824,752.000,208.000,-633.000,752,208,-633,0,0
106604576,694.000,196.000,-646.000,694,196,-646,0,0
106605336,715.000,220.000,-621.000,715,220,-621,0,0
106606088,752.000,207.000,-669.000,752,207,-669,0,0
106606840,675.000,208.000,-629.000,675,208,-629,0,0
106607591,740.000,216.000,-619.000,740,216,-619,0,0
106608343,707.000,190.000,-631.000,707,190,-631,0,0
106609094,664.000,202.000,-581.000,664,202,-581,0,0
106609854,744.000,196.000,-617.000,744,196,-617,0,0
106610605,689.000,188.000,-621.000,689,188,-621,0,0
106611357,729.000,215.000,-605.000,729,215,-605,0,0
106612109,760.000,200.000,-651.000,760,200,-651,0,0
106612860,681.000,203.000,-623.000,681,203,-623,0,0
106613612,738.000,213.000,-628.000,738,213,-628,0,0
106614363,701.000,188.000,-643.000,701,188,-643,0,0
106615123,665.000,198.000,-592.000,665,198,-592,0,0
106615874,736.000,197.000,-627.000,736,197,-627,0,0
106616626,673.000,187.000,-617.000,673,187,-617,0,0
106617378,714.000,211.000,-596.000,714,211,-596,0,0
106618129,748.000,200.000,-651.000,748,200,-651,0,0
106618882,682.000,202.000,-616.000,682,202,-616,0,0
106619640,743.000,215.000,-628.000,743,215,-628,0,0
106620390,708.000,189.000,-652.000,708,189,-652,0,0
106621141,673.000,204.000,-602.000,673,204,-602,0,0
106621893,734.000,198.000,-629.000,734,198,-629,0,0
106622652,666.000,188.000,-620.000,666,188,-620,0,0
106623404,707.000,208.000,-598.000,707,208,-598,0,0
106624156,738.000,194.000,-637.000,738,194,-637,0,0
106624907,675.000,204.000,-608.000,675,204,-608,0,0
106625665,753.000,216.000,-625.000,753,216,-625,0,0
106626417,711.000,195.000,-644.000,711,195,-644,0,0
106627169,686.000,213.000,-607.000,686,213,-607,0,0
106627921,744.000,203.000,-633.000,744,203,-633,0,0
106628681,668.000,195.000,-618.000,668,195,-618,0,0
106629433,713.000,217.000,-603.000,713,217,-603,0,0
106630184,734.000,198.000,-647.000,734,198,-647,0,0
106630935,674.000,208.000,-613.000,674,208,-613,0,0
106631687,745.000,215.000,-626.000,745,215,-626,0,0
106632447,702.000,195.000,-642.000,702,195,-642,0,0
106633199,686.000,213.000,-598.000,686,213,-598,0,0
106633950,749.000,207.000,-636.000,749,207,-636,0,0
106634702,671.000,195.000,-624.000,671,195,-624,0,0
106635453,712.000,215.000,-613.000,712,215,-613,0,0
106636212,720.000,197.000,-641.000,720,197,-641,0,0
106636964,668.000,203.000,-594.000,668,203,-594,0,0
106637716,748.000,214.000,-620.000,748,214,-620,0,0
106638468,700.000,192.000,-641.000,700,192,-641,0,0
106639220,691.000,210.000,-609.000,691,210,-609,0,0
106639979,744.000,202.000,-645.000,744,202,-645,0,0
106640731,670.000,192.000,-629.000,670,192,-629,0,0
106641482,719.000,211.000,-608.000,719,211,-608,0,0
106642233,722.000,190.000,-646.000,722,190,-646,0,0
106642994,673.000,196.000,-599.000,673,196,-599,0,0
106643745,746.000,204.000,-625.000,746,204,-625,0,0
106644497,698.000,188.000,-637.000,698,188,-637,0,0
106645249,702.000,208.000,-601.000,702,208,-601,0,0
106646002,750.000,199.000,-643.000,750,199,-643,0,0
106646754,673.000,189.000,-617.000,673,189,-617,0,0
106647514,724.000,209.000,-605.000,724,209,-605,0,0
106648265,719.000,192.000,-644.000,719,192,-644,0,0
106649018,672.000,201.000,-601.000,672,201,-601,0,0
106649770,750.000,207.000,-627.000,750,207,-627,0,0
106650521,690.000,189.000,-631.000,690,189,-631,0,0
106651281,703.000,212.000,-596.000,703,212,-596,0,0
106652033,744.000,200.000,-639.000,744,200,-639,0,0
106652785,676.000,192.000,-615.000,676,192,-615,0,0
106653537,733.000,209.000,-609.000,733,209,-609,0,0
106654289,720.000,187.000,-647.000,720,187,-647,0,0
106655041,669.000,204.000,-605.000,669,204,-605,0,0
106655794,745.000,206.000,-628.000,745,206,-628,0,0
106656553,692.000,191.000,-633.000,692,191,-633,0,0
106657305,703.000,207.000,-607.000,703,207,-607,0,0
106658057,745.000,191.000,-654.000,745,191,-654,0,0
106658810,672.000,193.000,-627.000,672,193,-627,0,0
106659561,731.000,213.000,-622.000,731,213,-622,0,0
106660321,714.000,193.000,-660.000,714,193,-660,0,0
106661074,679.000,207.000,-612.000,679,207,-612,0,0
106661824,745.000,205.000,-638.000,745,205,-638,0,0
106662576,688.000,193.000,-630.000,688,193,-630,0,0
106663328,704.000,212.000,-603.000,704,212,-603,0,0
106664088,743.000,195.000,-646.000,743,195,-646,0,0
106664841,673.000,197.000,-612.000,673,197,-612,0,0
106665592,736.000,212.000,-615.000,736,212,-615,0,0
106666344,714.000,191.000,-641.000,714,191,-641,0,0
106667097,677.000,205.000,-599.000,677,205,-599,0,0
106667849,746.000,205.000,-634.000,746,205,-634,0,0
106668601,682.000,193.000,-622.000,682,193,-622,0,0
106669361,711.000,214.000,-598.000,711,214,-598,0,0
106670113,741.000,198.000,-644.000,741,198,-644,0,0
106670866,672.000,199.000,-610.000,672,199,-610,0,0
106671616,738.000,212.000,-620.000,738,212,-620,0,0
106672375,712.000,190.000,-638.000,712,190,-638,0,0
106673127,681.000,205.000,-597.000,681,205,-597,0,0
106673878,755.000,203.000,-631.000,755,203,-631,0,0
106674630,681.000,192.000,-621.000,681,192,-621,0,0
106675383,715.000,214.000,-600.000,715,214,-600,0,0
106676134,739.000,195.000,-646.000,739,195,-646,0,0
106676894,674.000,193.000,-613.000,674,193,-613,0,0
106677644,744.000,206.000,-617.000,744,206,-617,0,0
106678396,715.000,188.000,-644.000,715,188,-644,0,0
106679156,690.000,203.000,-600.000,690,203,-600,0,0
106679907,749.000,195.000,-641.000,749,195,-641,0,0
106680657,680.000,190.000,-628.000,680,190,-628,0,0
106681409,716.000,211.000,-608.000,716,211,-608,0,0
106682169,732.000,193.000,-651.000,732,193,-651,0,0
106682922,669.000,197.000,-613.000,669,197,-613,0,0
106683673,743.000,212.000,-622.000,743,212,-622,0,0
106684425,703.000,188.000,-638.000,703,188,-638,0,0
106685177,693.000,206.000,-599.000,693,206,-599,0,0
106685930,753.000,197.000,-636.000,753,197,-636,0,0
106686689,679.000,188.000,-622.000,679,188,-622,0,0
106687441,725.000,211.000,-604.000,725,211,-604,0,0
106688192,736.000,193.000,-647.000,736,193,-647,0,0
106688945,671.000,200.000,-608.000,671,200,-608,0,0
106689696,744.000,205.000,-619.000,744,205,-619,0,0
106690456,700.000,186.000,-639.000,700,186,-639,0,0
106691207,693.000,204.000,-602.000,693,204,-602,0,0
106691960,749.000,198.000,-639.000,749,198,-639,0,0
106692712,672.000,197.000,-622.000,672,197,-622,0,0
106693463,720.000,217.000,-610.000,720,217,-610,0,0
106694215,723.000,195.000,-651.000,723,195,-651,0,0
106694974,667.000,204.000,-611.000,667,204,-611,0,0
106695725,745.000,205.000,-633.000,745,205,-633,0,0
106696477,695.000,187.000,-647.000,695,187,-647,0,0
106697230,696.000,210.000,-607.000,696,210,-607,0,0
106697982,747.000,205.000,-641.000,747,205,-641,0,0
106698740,669.000,193.000,-616.000,669,193,-616,0,0
106699492,724.000,211.000,-605.000,724,211,-605,0,0
106700244,721.000,191.000,-640.000,721,191,-640,0,0
106700995,670.000,200.000,-603.000,670,200,-603,0,0
106701755,746.000,208.000,-626.000,746,208,-626,0,0
106702506,690.000,193.000,-641.000,690,193,-641,0,0
106703258,695.000,211.000,-601.000,695,211,-601,0,0
106704011,741.000,201.000,-648.000,741,201,-648,0,0
106704762,666.000,193.000,-625.000,666,193,-625,0,0
106705522,724.000,212.000,-610.000,724,212,-610,0,0
106706274,723.000,190.000,-645.000,723,190,-645,0,0
106707027,672.000,200.000,-605.000,672,200,-605,0,0
106707778,746.000,203.000,-634.000,746,203,-634,0,0
106708530,689.000,191.000,-635.000,689,191,-635,0,0
106709281,696.000,212.000,-598.000,696,212,-598,0,0
106710041,741.000,203.000,-648.000,741,203,-648,0,0
106710792,670.000,197.000,-622.000,670,197,-622,0,0
106711543,730.000,213.000,-624.000,730,213,-624,0,0
106712295,719.000,190.000,-654.000,719,190,-654,0,0
106713055,677.000,205.000,-610.000,677,205,-610,0,0
106713807,745.000,209.000,-634.000,745,209,-634,0,0
106714559,682.000,195.000,-634.000,682,195,-634,0,0
106715311,700.000,213.000,-598.000,700,213,-598,0,0
106716063,740.000,200.000,-643.000,740,200,-643,0,0
106716815,668.000,196.000,-609.000,668,196,-609,0,0
106717574,731.000,211.000,-617.000,731,211,-617,0,0
106718326,714.000,196.000,-640.000,714,196,-640,0,0
106719078,677.000,209.000,-601.000,677,209,-601,0,0
106719830,749.000,212.000,-629.000,749,212,-629,0,0
106720581,683.000,197.000,-629.000,683,197,-629,0,0
106721341,704.000,217.000,-602.000,704,217,-602,0,0
106722093,739.000,201.000,-653.000,739,201,-653,0,0
106722845,670.000,200.000,-619.000,670,200,-619,0,0
106723596,738.000,211.000,-622.000,738,211,-622,0,0
106724348,714.000,195.000,-654.000,714,195,-654,0,0
106725099,677.000,207.000,-605.000,677,207,-605,0,0
106725859,744.000,208.000,-636.000,744,208,-636,0,0
106726610,675.000,193.000,-627.000,675,193,-627,0,0
106727362,704.000,207.000,-601.000,704,207,-601,0,0
106728114,730.000,191.000,-646.000,730,191,-646,0,0
106728867,660.000,196.000,-619.000,660,196,-619,0,0
106729626,732.000,207.000,-620.000,732,207,-620,0,0
106730378,705.000,195.000,-652.000,705,195,-652,0,0
106731131,679.000,213.000,-606.000,679,213,-606,0,0
106731883,749.000,206.000,-640.000,749,206,-640,0,0
106732634,678.000,195.000,-631.000,678,195,-631,0,0
106733385,711.000,213.000,-607.000,711,213,-607,0,0
106734138,735.000,200.000,-653.000,735,200,-653,0,0
106734898,666.000,203.000,-614.000,666,203,-614,0,0
106735649,738.000,214.000,-623.000,738,214,-623,0,0
106736401,708.000,194.000,-635.000,708,194,-635,0,0
106737152,686.000,210.000,-609.000,686,210,-609,0,0
106737905,745.000,206.000,-644.000,745,206,-644,0,0
106738665,670.000,192.000,-632.000,670,192,-632,0,0
106739416,711.000,214.000,-610.000,711,214,-610,0,0
106740169,729.000,194.000,-649.000,729,194,-649,0,0
106740920,669.000,200.000,-604.000,669,200,-604,0,0
106741672,739.000,212.000,-625.000,739,212,-625,0,0
106742432,698.000,191.000,-647.000,698,191,-647,0,0
106743183,684.000,210.000,-609.000,684,210,-609,0,0
106743934,752.000,207.000,-643.000,752,207,-643,0,0
106744685,675.000,195.000,-624.000,675,195,-624,0,0
106745446,720.000,216.000,-600.000,720,216,-600,0,0
106746196,726.000,195.000,-644.000,726,195,-644,0,0
106746947,667.000,197.000,-603.000,667,197,-603,0,0
106747699,741.000,208.000,-629.000,741,208,-629,0,0
106748458,694.000,188.000,-640.000,694,188,-640,0,0
106749210,686.000,209.000,-608.000,686,209,-608,0,0
106749961,743.000,201.000,-643.000,743,201,-643,0,0
106750713,668.000,198.000,-623.000,668,198,-623,0,0
106751465,719.000,215.000,-605.000,719,215,-605,0,0
106752217,727.000,194.000,-649.000,727,194,-649,0,0
106752977,673.000,205.000,-604.000,673,205,-604,0,0
106753729,744.000,209.000,-623.000,744,209,-623,0,0
106754481,694.000,188.000,-631.000,694,188,-631,0,0
106755234,692.000,206.000,-595.000,692,206,-595,0,0
106755986,746.000,200.000,-640.000,746,200,-640,0,0
106756738,675.000,200.000,-617.000,675,200,-617,0,0
106757490,719.000,212.000,-609.000,719,212,-609,0,0
106758250,720.000,190.000,-645.000,720,190,-645,0,0
106759003,670.000,203.000,-603.000,670,203,-603,0,0
106759754,741.000,209.000,-625.000,741,209,-625,0,0
106760506,689.000,189.000,-631.000,689,189,-631,0,0
106761258,696.000,216.000,-597.000,696,216,-597,0,0
106762011,746.000,202.000,-634.000,746,202,-634,0,0
106762770,669.000,199.000,-611.000,669,199,-611,0,0
106763522,726.000,211.000,-611.000,726,211,-611,0,0
106764274,718.000,192.000,-647.000,718,192,-647,0,0
106765025,671.000,206.000,-604.000,671,206,-604,0,0
106765785,748.000,207.000,-631.000,748,207,-631,0,0
106766537,691.000,193.000,-635.000,691,193,-635,0,0
106767289,704.000,219.000,-601.000,704,219,-601,0,0
106768041,747.000,202.000,-638.000,747,202,-638,0,0
106768792,674.000,197.000,-613.000,674,197,-613,0,0
106769552,729.000,216.000,-618.000,729,216,-618,0,0
106770303,717.000,195.000,-645.000,717,195,-645,0,0
106771055,678.000,204.000,-604.000,678,204,-604,0,0
106771808,749.000,203.000,-632.000,749,203,-632,0,0
106772559,687.000,187.000,-629.000,687,187,-629,0,0
106773311,706.000,210.000,-596.000,706,210,-596,0,0
106774071,740.000,195.000,-638.000,740,195,-638,0,0
106774824,672.000,195.000,-607.000,672,195,-607,0,0
106775574,735.000,212.000,-605.000,735,212,-605,0,0
106776325,718.000,190.000,-645.000,718,190,-645,0,0
106777085,683.000,203.000,-594.000,683,203,-594,0,0
106777837,754.000,197.000,-632.000,754,197,-632,0,0
106778589,685.000,185.000,-628.000,685,185,-628,0,0
106779340,711.000,210.000,-599.000,711,210,-599,0,0
106780092,743.000,194.000,-642.000,743,194,-642,0,0
106780851,675.000,195.000,-608.000,675,195,-608,0,0
106781602,743.000,208.000,-613.000,743,208,-613,0,0
106782354,713.000,188.000,-638.000,713,188,-638,0,0
106783106,686.000,201.000,-604.000,686,201,-604,0,0
106783866,755.000,201.000,-636.000,755,201,-636,0,0
106784616,690.000,193.000,-629.000,690,193,-629,0,0
106785368,715.000,213.000,-602.000,715,213,-602,0,0
106786119,738.000,196.000,-647.000,738,196,-647,0,0
106786878,670.000,193.000,-608.000,670,193,-608,0,0
106787629,739.000,208.000,-613.000,739,208,-613,0,0
106788381,715.000,187.000,-641.000,715,187,-641,0,0
106789132,690.000,200.000,-594.000,690,200,-594,0,0
106789891,747.000,196.000,-636.000,747,196,-636,0,0
106790641,683.000,189.000,-622.000,683,189,-622,0,0
106791393,713.000,206.000,-604.000,713,206,-604,0,0
106792145,735.000,186.000,-637.000,735,186,-637,0,0
106792897,678.000,189.000,-599.000,678,189,-599,0,0
106793657,743.000,203.000,-607.000,743,203,-607,0,0
106794408,709.000,182.000,-630.000,709,182,-630,0,0
106795160,690.000,199.000,-591.000,690,199,-591,0,0
106795910,749.000,196.000,-638.000,749,196,-638,0,0
106796670,680.000,190.000,-625.000,680,190,-625,0,0
106797423,719.000,210.000,-604.000,719,210,-604,0,0
106798173,733.000,191.000,-647.000,733,191,-647,0,0
106798925,671.000,196.000,-610.000,671,196,-610,0,0
106799677,745.000,203.000,-622.000,745,203,-622,0,0
106800429,704.000,183.000,-646.000,704,183,-646,0,0
106801189,689.000,203.000,-597.000,689,203,-597,0,0
106801941,753.000,197.000,-640.000,753,197,-640,0,0
106802691,681.000,188.000,-629.000,681,188,-629,0,0
106803450,726.000,205.000,-606.000,726,205,-606,0,0
106804203,734.000,184.000,-652.000,734,184,-652,0,0
106804955,672.000,193.000,-612.000,672,193,-612,0,0
106805706,752.000,203.000,-625.000,752,203,-625,0,0
106806458,706.000,183.000,-643.000,706,183,-643,0,0
106807219,700.000,200.000,-606.000,700,200,-606,0,0
106807970,751.000,192.000,-645.000,751,192,-645,0,0
106808722,679.000,184.000,-627.000,679,184,-627,0,0
106809474,732.000,205.000,-615.000,732,205,-615,0,0
106810225,739.000,185.000,-654.000,739,185,-654,0,0
106810980,679.000,199.000,-609.000,679,199,-609,0,0
106811740,747.000,204.000,-630.000,747,204,-630,0,0
106812490,697.000,184.000,-644.000,697,184,-644,0,0
106813242,698.000,203.000,-600.000,698,203,-600,0,0
106813994,745.000,193.000,-647.000,745,193,-647,0,0
106814746,675.000,188.000,-628.000,675,188,-628,0,0
106815506,726.000,210.000,-611.000,726,210,-611,0,0
106816258,723.000,186.000,-649.000,723,186,-649,0,0
106817010,673.000,194.000,-603.000,673,194,-603,0,0
106817762,754.000,204.000,-628.000,754,204,-628,0,0
106818514,698.000,185.000,-637.000,698,185,-637,0,0
106819274,701.000,206.000,-602.000,701,206,-602,0,0
106820025,746.000,196.000,-643.000,746,196,-643,0,0
106820777,669.000,189.000,-619.000,669,189,-619,0,0
106821529,726.000,206.000,-617.000,726,206,-617,0,0
106822289,718.000,187.000,-651.000,718,187,-651,0,0
106823042,672.000,202.000,-608.000,672,202,-608,0,0
106823794,744.000,203.000,-639.000,744,203,-639,0,0
106824544,682.000,185.000,-633.000,682,185,-633,0,0
106825295,697.000,207.000,-606.000,697,207,-606,0,0
106826055,736.000,193.000,-650.000,736,193,-650,0,0
106826806,667.000,190.000,-617.000,667,190,-617,0,0
106827557,725.000,212.000,-615.000,725,212,-615,0,0
106828316,713.000,190.000,-644.000,713,190,-644,0,0
106829067,673.000,201.000,-598.000,673,201,-598,0,0
