=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),750.31
Écart min (µs),745
Écart max (µs),757
Fréquence moyenne (Hz),1332.79
Fréquence min (Hz),1321.00
Fréquence max (Hz),1342.28

t(us),X(mg),Y(mg),Z(mg)
138889,-10.78,33.32,-875.14
139639,-8.82,28.42,-869.26
140390,-6.86,32.34,-867.30
141140,-8.82,35.28,-860.44
141891,-8.82,32.34,-862.40
142641,-11.76,33.32,-869.26
143392,-9.80,39.20,-871.22
144143,-10.78,41.16,-867.30
144893,-7.84,34.30,-867.30
145645,-10.78,36.26,-872.20
146395,-12.74,34.30,-868.28
147145,-11.76,35.28,-867.30
147896,-8.82,33.32,-873.18
148646,-10.78,34.30,-872.20
149397,-6.86,32.34,-873.18
150148,-6.86,32.34,-867.30
150898,-9.80,31.36,-867.30
151649,-11.76,32.34,-873.18
152399,-10.78,34.30,-871.22
153150,-10.78,35.28,-880.04
153900,-8.82,34.30,-873.18
154651,-7.84,35.28,-873.18
155401,-12.74,33.32,-876.12
156151,-13.72,34.30,-873.18
156902,-10.78,32.34,-870.24
157653,-9.80,33.32,-871.22
158403,-8.82,32.34,-870.24
159154,-12.74,32.34,-876.12
159905,-12.74,34.30,-872.20
160655,-10.78,33.32,-871.22
161406,-9.80,33.32,-863.38
162156,-11.76,35.28,-859.46
162907,-7.84,31.36,-870.24
163658,-7.84,30.38,-868.28
164408,-6.86,32.34,-868.28
165159,-7.84,33.32,-871.22
165910,-8.82,34.30,-871.22
166660,-8.82,31.36,-872.20
167411,-5.88,31.36,-871.22
168162,-5.88,28.42,-871.22
168912,-9.80,33.32,-874.16
169663,-9.80,32.34,-876.12
170413,-7.84,33.32,-868.28
171163,-14.70,33.32,-863.38
171914,-12.74,34.30,-863.38
172664,-9.80,34.30,-867.30
173415,-8.82,34.30,-877.10
174165,-5.88,33.32,-873.18
174916,-9.80,31.36,-866.32
175666,-12.74,30.38,-870.24
176417,-7.84,31.36,-868.28
177168,-5.88,32.34,-864.36
177919,-9.80,32.34,-871.22
178670,-9.80,33.32,-871.22
179421,-13.72,32.34,-872.20
180171,-7.84,37.24,-876.12
180922,-5.88,33.32,-871.22
181673,-9.80,33.32,-863.38
182424,-9.80,33.32,-865.34
183175,-7.84,34.30,-873.18
183925,-11.76,36.26,-872.20
184676,-11.76,33.32,-864.36
185426,-7.84,37.24,-864.36
186177,-6.86,34.30,-869.26
186927,-10.78,32.34,-867.30
187678,-8.82,33.32,-872.20
188428,-7.84,36.26,-877.10
189178,-6.86,38.22,-875.14
189929,-9.80,35.28,-876.12
190679,-9.80,31.36,-875.14
