=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),750.28
Écart min (µs),745
Écart max (µs),755
Fréquence moyenne (Hz),1332.83
Fréquence min (Hz),1324.50
Fréquence max (Hz),1342.28

t(us),X(mg),Y(mg),Z(mg)
260691,-12.74,34.30,-870.24
261442,-8.82,33.32,-878.08
262192,-9.80,31.36,-876.12
262942,-10.78,31.36,-872.20
263693,-9.80,31.36,-872.20
264443,-13.72,33.32,-867.30
265194,-12.74,32.34,-867.30
265944,-7.84,33.32,-868.28
266695,-8.82,34.30,-873.18
267445,-7.84,39.20,-870.24
268196,-5.88,39.20,-876.12
268946,-6.86,38.22,-880.04
269696,-7.84,40.18,-871.22
270446,-7.84,40.18,-866.32
271197,-13.72,35.28,-873.18
271947,-10.78,37.24,-874.16
272697,-7.84,36.26,-876.12
273447,-8.82,35.28,-863.38
274197,-11.76,35.28,-864.36
274948,-7.84,33.32,-871.22
275698,-9.80,33.32,-875.14
276448,-11.76,31.36,-869.26
277198,-12.74,32.34,-879.06
277948,-11.76,34.30,-875.14
278698,-10.78,33.32,-870.24
279448,-9.80,31.36,-862.40
280199,-10.78,32.34,-868.28
280949,-4.90,33.32,-867.30
281699,-7.84,34.30,-873.18
282449,-5.88,37.24,-874.16
283200,-7.84,34.30,-868.28
283950,-8.82,39.20,-872.20
284700,-7.84,34.30,-870.24
285450,-7.84,38.22,-871.22
286200,-13.72,36.26,-868.28
286950,-9.80,35.28,-865.34
287700,-11.76,33.32,-872.20
288452,-15.68,29.40,-867.30
289201,-8.82,33.32,-870.24
289951,-7.84,37.24,-869.26
290702,-7.84,35.28,-872.20
291452,-9.80,36.26,-873.18
292202,-11.76,35.28,-870.24
292952,-11.76,34.30,-874.16
293702,-11.76,32.34,-879.06
294453,-10.78,34.30,-879.06
295204,-8.82,32.34,-877.10
295954,-5.88,35.28,-878.08
296704,-10.78,35.28,-872.20
297454,-7.84,35.28,-863.38
298205,-9.80,31.36,-875.14
298955,-9.80,31.36,-876.12
299705,-6.86,33.32,-870.24
300455,-7.84,35.28,-873.18
301205,-9.80,37.24,-872.20
301955,-8.82,34.30,-872.20
302705,-11.76,36.26,-871.22
303455,-11.76,34.30,-868.28
304205,-11.76,36.26,-865.34
304956,-11.76,36.26,-863.38
305706,-14.70,33.32,-862.40
306456,-9.80,30.38,-862.40
307207,-8.82,32.34,-862.40
307957,-4.90,30.38,-868.28
308708,-7.84,30.38,-866.32
309458,-11.76,31.36,-863.38
310209,-7.84,35.28,-857.50
310959,-10.78,36.26,-858.48
311709,-8.82,30.38,-857.50
312460,-5.88,31.36,-868.28
313210,-6.86,33.32,-866.32
313960,-6.86,32.34,-863.38
314710,-9.80,34.30,-868.28
315460,-10.78,29.40,-867.30
316210,-11.76,32.34,-861.42
316960,-11.76,34.30,-867.30
317711,-8.82,41.16,-872.20
318461,-6.86,35.28,-873.18
319211,-8.82,29.40,-870.24
319961,-11.76,32.34,-866.32
320712,-5.88,35.28,-864.36
321462,-7.84,35.28,-866.32
322212,-10.78,37.24,-864.36
322962,-13.72,33.32,-866.32
323713,-12.74,33.32,-868.28
324464,-14.70,34.30,-867.30
