=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),973.93
Écart min (µs),649
Écart max (µs),1120
Fréquence moyenne (Hz),1026.77
Fréquence min (Hz),892.86
Fréquence max (Hz),1540.83

t(us),X(mg),Y(mg),Z(mg)
221834,35.28,-6.86,991.76
222625,36.26,-6.86,988.82
223409,34.30,-7.84,989.80
224133,29.40,-8.82,988.82
224916,30.38,-7.84,983.92
225660,31.36,-12.74,980.00
226376,31.36,-11.76,986.86
227166,31.36,-11.76,989.80
227945,32.34,-7.84,989.80
228667,33.32,-9.80,988.82
229451,31.36,-11.76,989.80
230172,33.32,-9.80,985.88
230954,33.32,-8.82,991.76
231677,31.36,-8.82,992.74
232461,33.32,-8.82,991.76
233249,33.32,-6.86,990.78
233962,31.36,-6.86,992.74
234750,28.42,-8.82,989.80
235468,32.34,-7.84,988.82
236258,32.34,-9.80,987.84
236976,33.32,-6.86,985.88
237762,30.38,-5.88,983.92
238546,31.36,-6.86,981.96
239267,34.30,-9.80,983.92
240053,38.22,-6.86,980.98
240772,35.28,-6.86,986.86
241559,32.34,-5.88,984.90
242280,33.32,-5.88,986.86
243064,32.34,-5.88,990.78
243849,29.40,-8.82,991.76
244568,28.42,-5.88,988.82
245356,27.44,-8.82,990.78
246075,28.42,-7.84,985.88
246860,29.40,-7.84,986.86
247577,25.48,-6.86,992.74
248365,33.32,-6.86,998.62
249149,26.46,-8.82,996.66
249866,31.36,-7.84,984.90
250650,29.40,-9.80,985.88
251371,29.40,-9.80,991.76
252158,29.40,-9.80,987.84
252878,29.40,-11.76,984.90
253664,30.38,-10.78,990.78
254386,29.40,-6.86,992.74
255171,30.38,-6.86,990.78
255956,32.34,-6.86,994.70
256673,30.38,-5.88,994.70
257461,26.46,-8.82,987.84
258179,27.44,-6.86,994.70
258962,31.36,-7.84,998.62
259746,32.34,-7.84,997.64
260468,29.40,-5.88,986.86
261253,27.44,-5.88,987.84
261976,25.48,-4.90,987.84
262758,26.46,-3.92,984.90
263480,28.42,-7.84,990.78
264264,27.44,-5.88,993.72
264987,33.32,-9.80,991.76
265768,30.38,-8.82,984.90
266559,29.40,-5.88,982.94
267276,28.42,-8.82,983.92
268064,28.42,-7.84,986.86
268777,27.44,-7.84,992.74
269567,33.32,-7.84,985.88
270284,35.28,-6.86,983.92
271074,29.40,-7.84,986.86
271789,32.34,-7.84,990.78
272577,35.28,-8.82,985.88
273362,34.30,-7.84,982.94
274084,35.28,-7.84,981.96
274866,33.32,-11.76,983.92
275590,28.42,-11.76,987.84
276349,27.44,-9.80,982.94
277143,26.46,-8.82,982.94
277871,25.48,-9.80,987.84
278614,25.48,-8.82,983.92
279398,28.42,-5.88,984.90
280122,30.38,-6.86,987.84
280903,33.32,-7.84,985.88
281692,32.34,-7.84,980.00
282410,29.40,-7.84,984.90
283200,24.50,-3.92,984.90
283916,24.50,-4.90,986.86
284705,23.52,-4.90,990.78
285423,22.54,-2.94,990.78
286213,27.44,-9.80,988.82
286926,28.42,-11.76,988.82
287716,29.40,-12.74,988.82
288502,25.48,-9.80,985.88
289224,27.44,-8.82,986.86
290008,30.38,-6.86,988.82
290727,30.38,-6.86,984.90
291537,28.42,-5.88,990.78
292259,31.36,-7.84,988.82
292980,32.34,-7.84,984.90
293762,28.42,-9.80,989.80
294547,27.44,-7.84,980.98
295267,26.46,-8.82,987.84
296053,26.46,-6.86,984.90
296772,28.42,-8.82,988.82
297559,31.36,-6.86,987.84
298279,30.38,-8.82,988.82
299065,30.38,-7.84,984.90
299849,33.32,-5.88,995.68
300571,32.34,-5.88,993.72
301357,35.28,-6.86,993.72
302076,24.50,-8.82,990.78
