=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),861.77
Écart min (µs),642
Écart max (µs),1124
Fréquence moyenne (Hz),1160.40
Fréquence min (Hz),889.68
Fréquence max (Hz),1557.63

t(us),X(mg),Y(mg),Z(mg)
363749,53.90,42.14,988.82
364536,49.00,44.10,994.70
365257,49.98,43.12,987.84
366043,52.92,46.06,982.94
366827,50.96,49.98,979.02
367547,51.94,52.92,982.94
368335,49.98,50.96,987.84
369054,50.96,48.02,988.82
369839,50.96,50.96,987.84
370624,48.02,48.02,984.90
371346,49.00,48.02,983.92
372132,50.96,48.02,981.96
372851,52.92,47.04,985.88
373639,49.00,41.16,989.80
374361,53.90,43.12,985.88
375149,49.00,47.04,990.78
375868,51.94,45.08,993.72
376654,54.88,44.10,985.88
377443,59.78,44.10,986.86
378164,55.86,44.10,984.90
378948,59.78,45.08,984.90
379669,55.86,45.08,987.84
380457,58.80,45.08,992.74
381176,55.86,46.06,995.68
381960,55.86,47.04,1000.58
382718,51.94,47.04,997.64
383443,53.90,44.10,984.90
384197,54.88,44.10,983.92
384988,49.98,48.02,980.98
385769,49.98,49.00,989.80
386490,49.98,49.98,983.92
387275,47.04,50.96,983.92
387998,49.98,47.04,981.96
388780,49.00,49.00,980.98
389503,48.02,49.98,985.88
390287,49.00,47.04,985.88
391012,53.90,45.08,990.78
391793,51.94,46.06,988.82
392583,52.92,46.06,986.86
393301,55.86,47.04,987.84
394092,50.96,48.02,988.82
394808,52.92,47.04,985.88
395598,50.96,46.06,986.86
396316,51.94,46.06,987.84
397113,49.98,45.08,988.82
397834,49.00,45.08,993.72
398620,49.00,42.14,984.90
399343,50.96,43.12,989.80
400130,50.96,42.14,982.94
400916,52.92,44.10,989.80
401636,46.06,45.08,990.78
402424,48.02,44.10,984.90
403142,47.04,44.10,985.88
403950,54.88,46.06,982.94
404675,55.86,45.08,980.98
405461,52.92,48.02,983.92
406183,52.92,49.00,978.04
406965,49.00,49.98,980.98
407689,49.98,52.92,983.92
408474,49.00,45.08,984.90
409196,52.92,48.02,993.72
409982,49.00,47.04,986.86
410769,51.94,46.06,986.86
411489,53.90,46.06,981.96
412278,52.92,46.06,976.08
412998,51.94,47.04,984.90
413783,51.94,45.08,988.82
414503,49.00,41.16,987.84
415290,47.04,42.14,984.90
416009,52.92,47.04,982.94
416793,53.90,45.08,980.98
417581,53.90,45.08,986.86
418302,52.92,44.10,985.88
419086,50.96,46.06,979.02
419804,49.98,45.08,980.98
420592,47.04,44.10,993.72
421313,49.98,46.06,990.78
422098,49.00,47.04,985.88
422882,53.90,48.02,983.92
423602,56.84,45.08,982.94
424391,52.92,43.12,983.92
425110,49.00,47.04,985.88
425894,49.00,46.06,987.84
426613,51.94,47.04,986.86
427401,54.88,45.08,980.98
428188,50.96,46.06,991.76
428909,53.90,47.04,989.80
429694,52.92,45.08,986.86
430416,54.88,46.06,986.86
431176,56.84,44.10,987.84
431928,51.94,49.00,983.92
432720,48.02,47.04,984.90
433438,51.94,44.10,991.76
434227,54.88,49.00,987.84
434943,53.90,47.04,990.78
435699,52.92,43.12,995.68
436489,50.96,44.10,990.78
437274,47.04,47.04,992.74
437998,48.02,43.12,990.78
438780,50.96,42.14,987.84
439503,49.00,45.08,984.90
440287,51.94,46.06,983.92
441012,50.96,49.00,984.90
441793,52.92,43.12,996.66
442517,50.96,43.12,991.76
443301,49.00,45.08,985.88
444026,49.98,47.04,986.86
444808,46.06,49.98,986.86
445598,49.98,49.00,988.82
446316,50.96,50.96,988.82
447106,50.96,48.02,990.78
447822,52.92,47.04,990.78
448614,54.88,49.00,989.80
449331,53.90,47.04,985.88
450121,54.88,45.08,980.98
450902,54.88,47.04,978.04
451624,54.88,44.10,984.90
452408,51.94,46.06,980.98
453131,52.92,46.06,984.90
453913,56.84,47.04,985.88
454636,55.86,45.08,990.78
455421,57.82,43.12,991.76
456144,49.98,45.08,988.82
456926,53.90,44.10,983.92
457716,49.98,44.10,985.88
458434,51.94,46.06,985.88
459224,49.00,50.96,985.88
459937,50.96,47.04,985.88
460727,54.88,44.10,987.84
461445,52.92,47.04,985.88
462235,54.88,48.02,980.00
463020,53.90,48.02,985.88
463737,52.92,48.02,980.00
464525,52.92,48.02,982.94
465246,53.90,49.98,982.94
466031,51.94,49.00,985.88
466749,52.92,49.00,986.86
467536,49.98,47.04,982.94
468324,52.92,47.04,981.96
469043,48.02,47.04,978.04
469827,49.98,45.08,979.02
470547,45.08,46.06,984.90
471335,47.04,44.10,989.80
472112,46.06,43.12,988.82
472832,45.08,46.06,992.74
473616,49.98,45.08,992.74
474338,53.90,43.12,993.72
475123,59.78,43.12,988.82
475842,57.82,45.08,990.78
476628,59.78,46.06,992.74
477350,60.76,49.98,992.74
478137,54.88,51.94,984.90
478920,52.92,46.06,984.90
479639,50.96,47.04,984.90
480427,52.92,49.00,987.84
481148,49.98,48.02,990.78
481933,54.88,48.02,991.76
482652,50.96,45.08,988.82
483440,47.04,43.12,985.88
484205,50.96,48.02,993.72
484965,49.00,46.06,985.88
485687,51.94,47.04,980.98
486447,52.92,43.12,983.92
487237,50.96,42.14,987.84
487953,51.94,43.12,990.78
488743,51.94,44.10,999.60
489528,53.90,43.12,995.68
490250,54.88,39.20,988.82
491038,50.96,41.16,987.84
491756,54.88,44.10,988.82
