=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),861.50
Écart min (µs),653
Écart max (µs),1053
Fréquence moyenne (Hz),1160.76
Fréquence min (Hz),949.67
Fréquence max (Hz),1531.39

t(us),X(mg),Y(mg),Z(mg)
232427,20.58,45.08,993.72
233148,19.60,43.12,992.74
233935,23.52,43.12,992.74
234656,23.52,43.12,992.74
235444,23.52,41.16,996.66
236162,19.60,39.20,989.80
236947,21.56,40.18,991.76
237731,21.56,43.12,992.74
238453,21.56,40.18,989.80
239237,22.54,43.12,991.76
239957,19.60,41.16,991.76
240760,22.54,44.10,991.76
241467,20.58,42.14,988.82
242258,21.56,44.10,989.80
243021,21.56,45.08,985.88
243744,22.54,42.14,985.88
244531,18.62,42.14,985.88
245253,20.58,41.16,992.74
246040,22.54,37.24,986.86
246826,18.62,39.20,987.84
247546,20.58,37.24,985.88
248334,18.62,40.18,991.76
249054,20.58,41.16,999.60
249840,19.60,40.18,993.72
250560,18.62,38.22,997.64
251349,16.66,41.16,992.74
252068,18.62,37.24,999.60
252853,20.58,38.22,995.68
253574,18.62,39.20,990.78
254362,22.54,41.16,990.78
255146,21.56,39.20,989.80
255864,20.58,38.22,986.86
256651,20.58,40.18,987.84
257372,19.60,40.18,988.82
258156,23.52,42.14,988.82
258874,21.56,45.08,985.88
259658,21.56,48.02,980.98
260447,24.50,48.02,987.84
261172,20.58,44.10,988.82
261952,19.60,38.22,990.78
262675,22.54,41.16,993.72
263459,18.62,41.16,993.72
264181,19.60,42.14,992.74
264961,20.58,41.16,985.88
265751,21.56,43.12,986.86
266468,14.70,40.18,990.78
267259,17.64,37.24,989.80
267975,20.58,41.16,991.76
268764,19.60,37.24,984.90
269482,20.58,38.22,989.80
270274,21.56,44.10,990.78
270993,20.58,43.12,992.74
271780,19.60,39.20,984.90
272499,22.54,39.20,980.98
273287,22.54,40.18,980.00
274073,17.64,40.18,990.78
274791,14.70,41.16,985.88
275577,16.66,43.12,995.68
276299,20.58,39.20,992.74
277085,19.60,35.28,996.66
277804,25.48,35.28,994.70
278591,23.52,38.22,994.70
279313,17.64,40.18,992.74
280099,19.60,42.14,992.74
280886,18.62,42.14,989.80
281606,18.62,40.18,989.80
282394,21.56,42.14,989.80
283116,23.52,42.14,988.82
283902,17.64,41.16,990.78
284621,18.62,43.12,991.76
285409,23.52,41.16,989.80
286129,25.48,40.18,989.80
286915,23.52,40.18,985.88
287636,22.54,40.18,991.76
288424,18.62,39.20,995.68
289145,17.64,40.18,990.78
289930,15.68,40.18,989.80
290716,18.62,39.20,994.70
291438,14.70,41.16,991.76
292225,16.66,40.18,991.76
292945,15.68,40.18,991.76
293731,14.70,40.18,989.80
294452,17.64,39.20,986.86
295238,15.68,41.16,996.66
295957,15.68,41.16,992.74
296742,19.60,41.16,991.76
297464,19.60,42.14,986.86
298249,17.64,44.10,986.86
299040,18.62,45.08,986.86
299753,18.62,41.16,984.90
300542,16.66,38.22,989.80
301260,22.54,40.18,992.74
302050,19.60,39.20,993.72
302765,19.60,41.16,993.72
303553,15.68,41.16,989.80
304338,14.70,37.24,994.70
305060,16.66,37.24,992.74
305842,16.66,37.24,984.90
306565,19.60,38.22,984.90
307349,19.60,42.14,982.94
308074,22.54,45.08,989.80
308857,22.54,42.14,991.76
309581,20.58,39.20,994.70
310365,21.56,40.18,995.68
311155,22.54,40.18,994.70
311870,22.54,40.18,987.84
312658,22.54,43.12,987.84
313376,20.58,42.14,989.80
314165,20.58,41.16,987.84
314880,16.66,43.12,989.80
315671,15.68,39.20,990.78
316455,21.56,41.16,990.78
317178,21.56,38.22,983.92
317959,21.56,39.20,978.04
318681,19.60,40.18,975.10
319465,19.60,37.24,986.86
320188,16.66,40.18,983.92
320970,22.54,42.14,989.80
321693,21.56,39.20,995.68
322478,21.56,38.22,994.70
323200,22.54,38.22,987.84
323987,23.52,41.16,992.74
324774,23.52,42.14,990.78
325493,19.60,42.14,990.78
